job_name,job_salary,job_area,com_name,com_type,com_size,education,work_year,job_benefits,category_path,crawl_time,salary_min_k,salary_max_k,salary_avg_k,salary_months,annual_salary_avg_k,salary_type,city,district,business_area,company_type_clean,company_size_clean,industry,category,subcategory,position
AI产品经理,2.8-5.5万,上海·徐汇·虹梅路,上海统才企业管理咨询服务有限公司,民营,1000-9999人,学历不限,1-3年,人工智能产品经理,产品-互联网产品经理-AI产品经理,2026-05-20 18:44:50,28.0,55.0,41.5,12.0,498.0,monthly,上海,徐汇,虹梅路,民营,1000-9999人,未知,产品,互联网产品经理,AI产品经理
AI产品经理(金融科技),3-4万·13薪,上海·浦东·唐镇,北京谆航科技有限公司,民营,100-299人,本科,5-10年,"智能机器人, AI产品",产品-互联网产品经理-AI产品经理,2026-05-20 18:44:49,30.0,40.0,35.0,13.0,455.0,monthly,上海,浦东,唐镇,民营,100-299人,未知,产品,互联网产品经理,AI产品经理
AI产品经理,2-4万,上海·黄浦·淮海中路,上海畅商亨霖信息技术有限公司,20-99人,软件/IT服务,本科,3-5年,"搜索, 推荐, NLP, 大模型, AIGC",产品-互联网产品经理-AI产品经理,2026-05-20 18:44:51,20.0,40.0,30.0,12.0,360.0,monthly,上海,黄浦,淮海中路,软件/IT服务,20-99人,未知,产品,互联网产品经理,AI产品经理
AI产品经理-效率方向 (MJ003663),2-3.5万·13薪,上海·青浦·重固,申通快递,上市公司,10000人以上,本科,3-5年,AI方向,产品-互联网产品经理-AI产品经理,2026-05-20 18:44:50,20.0,35.0,27.5,13.0,357.5,monthly,上海,青浦,重固,上市公司,10000人以上,未知,产品,互联网产品经理,AI产品经理
AI产品经理-质量方向 (MJ003664),2-3.5万·13薪,上海·青浦·重固,申通快递,上市公司,10000人以上,本科,5-10年,"B端产品, AI",产品-互联网产品经理-AI产品经理,2026-05-20 18:44:51,20.0,35.0,27.5,13.0,357.5,monthly,上海,青浦,重固,上市公司,10000人以上,未知,产品,互联网产品经理,AI产品经理
AI产品经理,2-2.5万,上海·闵行·新虹,上海熙软科技有限公司,民营,500-999人,本科,5-10年,"NLP, 大模型, 智能问答",产品-互联网产品经理-AI产品经理,2026-05-20 18:44:50,20.0,25.0,22.5,12.0,270.0,monthly,上海,闵行,新虹,民营,500-999人,未知,产品,互联网产品经理,AI产品经理
AI产品经理（财务系统方向）-税务部-上海,1.5-2.9万,上海·黄浦·外滩,德勤企业咨询(上海)有限公司,外商独资,10000人以上,本科,3-5年,,产品-互联网产品经理-AI产品经理,2026-05-20 18:44:50,15.0,29.0,22.0,12.0,264.0,monthly,上海,黄浦,外滩,外商独资,10000人以上,未知,产品,互联网产品经理,AI产品经理
AI产品经理（上海、嘉兴）,1.8-2.5万·13薪,上海·静安·大宁路,浙江和达科技股份有限公司,上市公司,500-999人,本科,3-5年,AI,产品-互联网产品经理-AI产品经理,2026-05-20 18:44:49,18.0,25.0,21.5,13.0,279.5,monthly,上海,静安,大宁路,上市公司,500-999人,未知,产品,互联网产品经理,AI产品经理
AI产品经理(J10377),1.5-2.5万·13薪,上海·闵行·浦江,上海欧易生物医学科技有限公司,民营,500-999人,本科,3-5年,"大模型, AIGC",产品-互联网产品经理-AI产品经理,2026-05-20 18:44:49,15.0,25.0,20.0,13.0,260.0,monthly,上海,闵行,浦江,民营,500-999人,未知,产品,互联网产品经理,AI产品经理
AI产品经理,1.6-2万,上海·徐汇·虹梅路,金桥信息,上市公司,500-999人,本科,3-5年,,产品-互联网产品经理-AI产品经理,2026-05-20 18:44:50,16.0,20.0,18.0,12.0,216.0,monthly,上海,徐汇,虹梅路,上市公司,500-999人,未知,产品,互联网产品经理,AI产品经理
AI产品经理（石油石化领域）,1.5-2万·13薪,上海·浦东·金桥,上海艾策通讯科技股份有限公司,股份制企业,20-99人,本科,3-5年,大模型,产品-互联网产品经理-AI产品经理,2026-05-20 18:44:50,15.0,20.0,17.5,13.0,227.5,monthly,上海,浦东,金桥,股份制企业,20-99人,未知,产品,互联网产品经理,AI产品经理
AI产品经理（教育领域）,1.5-2万·13薪,上海·浦东·金桥,上海艾策通讯科技股份有限公司,股份制企业,20-99人,本科,3-5年,大模型,产品-互联网产品经理-AI产品经理,2026-05-20 18:44:50,15.0,20.0,17.5,13.0,227.5,monthly,上海,浦东,金桥,股份制企业,20-99人,未知,产品,互联网产品经理,AI产品经理
AI产品经理（医疗领域）,1.5-2万·13薪,上海·浦东·金桥,上海艾策通讯科技股份有限公司,股份制企业,20-99人,本科,3-5年,大模型,产品-互联网产品经理-AI产品经理,2026-05-20 18:44:50,15.0,20.0,17.5,13.0,227.5,monthly,上海,浦东,金桥,股份制企业,20-99人,未知,产品,互联网产品经理,AI产品经理
AI产品经理（上市企业）,1.2-1.5万,上海·徐汇·虹梅路,金桥信息,上市公司,500-999人,本科,3-5年,大模型,产品-互联网产品经理-AI产品经理,2026-05-20 18:44:51,12.0,15.0,13.5,12.0,162.0,monthly,上海,徐汇,虹梅路,上市公司,500-999人,未知,产品,互联网产品经理,AI产品经理
AI产品经理,1-1.5万,上海·静安·彭浦,慧研智投科技有限公司,民营,1000-9999人,本科,3-5年,大模型,产品-互联网产品经理-AI产品经理,2026-05-20 18:44:49,10.0,15.0,12.5,12.0,150.0,monthly,上海,静安,彭浦,民营,1000-9999人,未知,产品,互联网产品经理,AI产品经理
ai产品经理,1-1.5万,上海·静安·彭浦,慧研智投科技有限公司,民营,1000-9999人,本科,3-5年,,产品-互联网产品经理-AI产品经理,2026-05-20 18:44:50,10.0,15.0,12.5,12.0,150.0,monthly,上海,静安,彭浦,民营,1000-9999人,未知,产品,互联网产品经理,AI产品经理
ai产品经理,8000-12000元·13薪,上海·静安·天目西路,上海广拓信息技术有限公司,民营,100-299人,本科,1-3年,"NLP, 推荐, 智能客服, AI产品全生命周期管理, 跨团队协作推进",产品-互联网产品经理-AI产品经理,2026-05-20 18:44:50,8.0,12.0,10.0,13.0,130.0,monthly,上海,静安,天目西路,民营,100-299人,未知,产品,互联网产品经理,AI产品经理
科技管培生（AI产品经理方向）,8000-12000元·20薪,上海·浦东·陆家嘴,平安国际融资租赁有限公司,民营,1000-9999人,本科,经验不限,产品经理,产品-互联网产品经理-AI产品经理,2026-05-20 18:44:50,8.0,12.0,10.0,20.0,200.0,monthly,上海,浦东,陆家嘴,民营,1000-9999人,未知,产品,互联网产品经理,AI产品经理
AI产品经理,5000-7000元,上海·浦东·张江,上海世纪云端人工智能科技有限公司,民营,20-99人,大专,经验不限,"大模型, 智能机器人, 智能问答",产品-互联网产品经理-AI产品经理,2026-05-20 18:44:50,5.0,7.0,6.0,12.0,72.0,monthly,上海,浦东,张江,民营,20-99人,未知,产品,互联网产品经理,AI产品经理
营销AI产品经理,面议,上海·杨浦·大桥,北京三快在线科技有限公司,上市公司,10000人以上,本科,1-3年,,产品-互联网产品经理-AI产品经理,2026-05-20 18:44:49,,,,,,negotiable,上海,杨浦,大桥,上市公司,10000人以上,未知,产品,互联网产品经理,AI产品经理
外企-14薪 急招 产品经理,2.2-4万·14薪,上海·浦东·陆家嘴,中美联泰大都会人寿保险有限公司浙江分公司懿元营业部,民营,1000-9999人,大专,1-3年,,产品-互联网产品经理-电商产品经理,2026-05-20 18:44:03,22.0,40.0,31.0,14.0,434.0,monthly,上海,浦东,陆家嘴,民营,1000-9999人,未知,产品,互联网产品经理,电商产品经理
电商产品经理,2-3.5万,上海·徐汇·龙华,白象食品,民营,1000-9999人,本科,5-10年,"直播产品, 市场调研, 产品规划, 需求分析, 产品设计",产品-互联网产品经理-电商产品经理,2026-05-20 18:44:02,20.0,35.0,27.5,12.0,330.0,monthly,上海,徐汇,龙华,民营,1000-9999人,未知,产品,互联网产品经理,电商产品经理
产品经理(快消电商产品),2-3.5万,上海·浦东·北蔡,永和食品(中国)股份有限公司,300-499人,食品/饮料/酒水批发/零售/贸易,本科,5-10年,"快消产品, 电商产品",产品-互联网产品经理-电商产品经理,2026-05-20 18:44:02,20.0,35.0,27.5,12.0,330.0,monthly,上海,浦东,北蔡,食品/饮料/酒水批发/零售/贸易,300-499人,未知,产品,互联网产品经理,电商产品经理
产品经理岗,2-3.5万·14薪,上海·浦东·高东,上海环信国际货物运输代理有限公司,民营,20人以下,大专,3-5年,"软件产品, 数据产品, AI产品, 大模型产品, 智能问答产品",产品-互联网产品经理-电商产品经理,2026-05-20 18:44:03,20.0,35.0,27.5,14.0,385.0,monthly,上海,浦东,高东,民营,20人以下,未知,产品,互联网产品经理,电商产品经理
量子云平台产品经理,2-3.5万,上海·浦东·康桥,九章(济南)量子科技有限公司,股份制企业,20-99人,本科,3-5年,"云平台, 产品经理",产品-互联网产品经理-电商产品经理,2026-05-20 18:44:03,20.0,35.0,27.5,12.0,330.0,monthly,上海,浦东,康桥,股份制企业,20-99人,未知,产品,互联网产品经理,电商产品经理
跨境电商产品经理,1.8-2.8万,上海·徐汇·龙华,江苏万舜机械科技有限公司,民营,100-299人,本科,5-10年,,产品-互联网产品经理-电商产品经理,2026-05-20 18:44:02,18.0,28.0,23.0,12.0,276.0,monthly,上海,徐汇,龙华,民营,100-299人,未知,产品,互联网产品经理,电商产品经理
电商搜索高级产品经理,1.5-3万,上海·浦东·宣桥,上海清美绿色食品(集团)有限公司,合资,1000-9999人,本科,3-5年,,产品-互联网产品经理-电商产品经理,2026-05-20 18:44:02,15.0,30.0,22.5,12.0,270.0,monthly,上海,浦东,宣桥,合资,1000-9999人,未知,产品,互联网产品经理,电商产品经理
车载产品经理,2-2.5万,上海·嘉定·安亭,中科创达软件股份有限公司,合资,1000-9999人,大专,5-10年,"软件产品, ERP系统, 车载, 座舱, 车控",产品-互联网产品经理-电商产品经理,2026-05-20 18:44:03,20.0,25.0,22.5,12.0,270.0,monthly,上海,嘉定,安亭,合资,1000-9999人,未知,产品,互联网产品经理,电商产品经理
Product Manager 产品经理,2-2.5万,上海·虹口·嘉兴路,菲仕乐贸易（上海）有限公司,外商独资,1000-9999人,本科,5-10年,,产品-互联网产品经理-电商产品经理,2026-05-20 18:44:03,20.0,25.0,22.5,12.0,270.0,monthly,上海,虹口,嘉兴路,外商独资,1000-9999人,未知,产品,互联网产品经理,电商产品经理
产品经理-低压配电(J16181),1.8-2.5万·16薪,上海·闵行·新虹,震坤行工业超市(上海)有限公司,合资,1000-9999人,本科,3-5年,"市场调研, 产品规划, 需求分析, 用户增长, 数据分析",产品-互联网产品经理-电商产品经理,2026-05-20 18:44:04,18.0,25.0,21.5,16.0,344.0,monthly,上海,闵行,新虹,合资,1000-9999人,未知,产品,互联网产品经理,电商产品经理
产品经理,1.5-2.5万·16薪,上海·闵行·颛桥,思源电气,民营,1000-9999人,本科,3-5年,,产品-互联网产品经理-电商产品经理,2026-05-20 18:44:04,15.0,25.0,20.0,16.0,320.0,monthly,上海,闵行,颛桥,民营,1000-9999人,未知,产品,互联网产品经理,电商产品经理
海外产品经理,1.5-2.5万·15薪,上海·闵行·颛桥,思源电气,民营,1000-9999人,本科,5-10年,海外电力系统,产品-互联网产品经理-电商产品经理,2026-05-20 18:44:22,15.0,25.0,20.0,15.0,300.0,monthly,上海,闵行,颛桥,民营,1000-9999人,未知,产品,互联网产品经理,电商产品经理
产品经理-物流服务体验方向 (MJ003707),1.5-2.2万·13薪,上海·青浦·重固,申通快递,上市公司,10000人以上,学历不限,3-5年,B端产品,产品-互联网产品经理-电商产品经理,2026-05-20 18:44:03,15.0,22.0,18.5,13.0,240.5,monthly,上海,青浦,重固,上市公司,10000人以上,未知,产品,互联网产品经理,电商产品经理
售前/产品经理,1-2万,上海·浦东·航头,爱谱华顿,合资,1000-9999人,大专,5-10年,"软件产品, 硬件产品, 智慧服务, 智慧园区, 智慧社区, 智能制造",产品-互联网产品经理-电商产品经理,2026-05-20 18:44:03,10.0,20.0,15.0,12.0,180.0,monthly,上海,浦东,航头,合资,1000-9999人,未知,产品,互联网产品经理,电商产品经理
产品经理,1-1.5万,上海·浦东·金桥,上海天跃科技股份有限公司,上市公司,1000-9999人,本科,5-10年,,产品-互联网产品经理-电商产品经理,2026-05-20 18:44:03,10.0,15.0,12.5,12.0,150.0,monthly,上海,浦东,金桥,上市公司,1000-9999人,未知,产品,互联网产品经理,电商产品经理
产品专员-运动服装,1-1.2万,上海·徐汇·徐家汇,中智经济技术合作股份有限公司,国企,20-99人,本科,1-3年,,产品-互联网产品经理-电商产品经理,2026-05-20 18:44:03,10.0,12.0,11.0,12.0,132.0,monthly,上海,徐汇,徐家汇,国企,20-99人,未知,产品,互联网产品经理,电商产品经理
电商供应链产品经理,8000-12000元,上海·浦东·陆家嘴,上海岑瑞实业发展有限公司,20人以下,互联网电商,大专,1-3年,"B端产品, 采购计划, 供应链管理",产品-互联网产品经理-电商产品经理,2026-05-20 18:44:02,8.0,12.0,10.0,12.0,120.0,monthly,上海,浦东,陆家嘴,互联网电商,20人以下,未知,产品,互联网产品经理,电商产品经理
商业化策略产品经理,面议,上海·杨浦·大桥,北京三快在线科技有限公司,上市公司,10000人以上,本科,1-3年,,产品-互联网产品经理-电商产品经理,2026-05-20 18:44:03,,,,,,negotiable,上海,杨浦,大桥,上市公司,10000人以上,未知,产品,互联网产品经理,电商产品经理
酒店SaaS 直连产品,面议,上海·杨浦·大桥,北京三快在线科技有限公司,上市公司,10000人以上,本科,1-3年,,产品-互联网产品经理-电商产品经理,2026-05-20 18:44:03,,,,,,negotiable,上海,杨浦,大桥,上市公司,10000人以上,未知,产品,互联网产品经理,电商产品经理
用户增长产品经理-互动数值方向,面议,上海,北京三快在线科技有限公司,上市公司,10000人以上,本科,3-5年,,产品-互联网产品经理-电商产品经理,2026-05-20 18:44:03,,,,,,negotiable,上海,未知,,上市公司,10000人以上,未知,产品,互联网产品经理,电商产品经理
智能KYC产品,面议,上海·杨浦·大桥,北京三快在线科技有限公司,上市公司,10000人以上,本科,1-3年,,产品-互联网产品经理-电商产品经理,2026-05-20 18:44:04,,,,,,negotiable,上海,杨浦,大桥,上市公司,10000人以上,未知,产品,互联网产品经理,电商产品经理
营销AI产品经理,面议,上海·杨浦·大桥,北京三快在线科技有限公司,上市公司,10000人以上,本科,1-3年,,产品-互联网产品经理-电商产品经理,2026-05-20 18:44:14,,,,,,negotiable,上海,杨浦,大桥,上市公司,10000人以上,未知,产品,互联网产品经理,电商产品经理
大模型平台产品实习生,面议,上海·杨浦·大桥,北京三快在线科技有限公司,上市公司,10000人以上,本科,经验不限,,产品-互联网产品经理-电商产品经理,2026-05-20 18:44:40,,,,,,negotiable,上海,杨浦,大桥,上市公司,10000人以上,未知,产品,互联网产品经理,电商产品经理
软件产品经理（IDE）(J10267),2.5-3.5万·16薪,上海·松江·九亭,埃夫特智能机器人股份有限公司,上市公司,1000-9999人,本科,5-10年,,产品-互联网产品经理-软件产品经理,2026-05-20 18:43:14,25.0,35.0,30.0,16.0,480.0,monthly,上海,松江,九亭,上市公司,1000-9999人,未知,产品,互联网产品经理,软件产品经理
软件产品经理(J10266),2.5-3.5万·16薪,上海·松江·九亭,埃夫特智能机器人股份有限公司,上市公司,1000-9999人,本科,3-5年,B端产品,产品-互联网产品经理-软件产品经理,2026-05-20 18:43:15,25.0,35.0,30.0,16.0,480.0,monthly,上海,松江,九亭,上市公司,1000-9999人,未知,产品,互联网产品经理,软件产品经理
软件产品经理,1.8-3.5万,上海·闵行·新虹,上海瑞太信业科技有限公司,100-299人,人工智能,本科,3-5年,新零售,产品-互联网产品经理-软件产品经理,2026-05-20 18:43:14,18.0,35.0,26.5,12.0,318.0,monthly,上海,闵行,新虹,人工智能,100-299人,未知,产品,互联网产品经理,软件产品经理
软件产品经理,1.8-3.5万,上海·浦东·金桥,上海瑞太信业科技有限公司,100-299人,人工智能,本科,3-5年,新零售,产品-互联网产品经理-软件产品经理,2026-05-20 18:43:15,18.0,35.0,26.5,12.0,318.0,monthly,上海,浦东,金桥,人工智能,100-299人,未知,产品,互联网产品经理,软件产品经理
软件产品经理,2-3万,上海·浦东·张江,苏州人瑞普惠人力资源服务有限公司,上市公司,20-99人,大专,3-5年,"B端产品, 产业互联网产品规划, 跨团队项目落地, 数据驱动产品迭代",产品-互联网产品经理-软件产品经理,2026-05-20 18:43:14,20.0,30.0,25.0,12.0,300.0,monthly,上海,浦东,张江,上市公司,20-99人,未知,产品,互联网产品经理,软件产品经理
软件产品经理,2-2.8万,上海·静安·石门二路,上海畅商亨霖信息技术有限公司,20-99人,软件/IT服务,学历不限,3-5年,,产品-互联网产品经理-软件产品经理,2026-05-20 18:43:14,20.0,28.0,24.0,12.0,288.0,monthly,上海,静安,石门二路,软件/IT服务,20-99人,未知,产品,互联网产品经理,软件产品经理
软件产品经理,1.9-2.7万·13薪,上海·青浦·徐泾,三棵树涂料股份有限公司,上市公司,10000人以上,本科,5-10年,"财务软件, OA系统, CRM系统, HR系统",产品-互联网产品经理-软件产品经理,2026-05-20 18:43:13,19.0,27.0,23.0,13.0,299.0,monthly,上海,青浦,徐泾,上市公司,10000人以上,未知,产品,互联网产品经理,软件产品经理
软件产品经理（APP&云平台）,1.5-3万·13薪,上海·闵行·新虹,合肥哈工澳汀智能科技有限公司,民营,100-299人,本科,5-10年,B端产品,产品-互联网产品经理-软件产品经理,2026-05-20 18:43:14,15.0,30.0,22.5,13.0,292.5,monthly,上海,闵行,新虹,民营,100-299人,未知,产品,互联网产品经理,软件产品经理
软件产品经理,1.8-2.5万,上海·浦东·潍坊新村,上海有浩信息科技有限公司,民营,20-99人,本科,3-5年,"B端产品, C端产品, SaaS",产品-互联网产品经理-软件产品经理,2026-05-20 18:43:14,18.0,25.0,21.5,12.0,258.0,monthly,上海,浦东,潍坊新村,民营,20-99人,未知,产品,互联网产品经理,软件产品经理
软件产品经理（SPD方向）,1.5-2.2万,上海·杨浦·平凉路,上海建发致新医疗科技集团股份有限公司,国企,1000-9999人,本科,3-5年,"B端产品, 智慧医疗, SaaS",产品-互联网产品经理-软件产品经理,2026-05-20 18:43:13,15.0,22.0,18.5,12.0,222.0,monthly,上海,杨浦,平凉路,国企,1000-9999人,未知,产品,互联网产品经理,软件产品经理
软件产品经理,1.5-2万,上海·徐汇·漕河泾,上海协赢信息科技有限公司,软件/IT服务,,本科,3-5年,"B端产品, C端产品",产品-互联网产品经理-软件产品经理,2026-05-20 18:43:14,15.0,20.0,17.5,12.0,210.0,monthly,上海,徐汇,漕河泾,软件/IT服务,未知,未知,产品,互联网产品经理,软件产品经理
软件产品经理,1.5-1.8万,上海·普陀·长寿路,苏州弗格信息科技有限公司,股份制企业,20-99人,大专,5-10年,"TRAE CURSUR, IDE, STITCH, AI工具",产品-互联网产品经理-软件产品经理,2026-05-20 18:43:14,15.0,18.0,16.5,12.0,198.0,monthly,上海,普陀,长寿路,股份制企业,20-99人,未知,产品,互联网产品经理,软件产品经理
软件产品经理（企业内部信息系统-上海）,1.2-2万·14薪,上海·浦东·周家渡,上海华讯网络系统有限公司,国企,1000-9999人,本科,3-5年,"财务软件, HR系统, ERP系统, 需求分析",产品-互联网产品经理-软件产品经理,2026-05-20 18:43:13,12.0,20.0,16.0,14.0,224.0,monthly,上海,浦东,周家渡,国企,1000-9999人,未知,产品,互联网产品经理,软件产品经理
软件产品经理,1.3-1.8万,上海·徐汇·虹梅路,上海云房客信息科技有限公司,民营,100-299人,本科,3-5年,"流程梳理, Axure, PRD, 墨刀, B端产品, 后台产品",产品-互联网产品经理-软件产品经理,2026-05-20 18:43:14,13.0,18.0,15.5,12.0,186.0,monthly,上海,徐汇,虹梅路,民营,100-299人,未知,产品,互联网产品经理,软件产品经理
软件产品经理,1.1-1.9万,上海·嘉定,上海吾烁科技有限公司,20人以下,软件/IT服务,大专,5-10年,"MES系统, ERP系统, B端产品",产品-互联网产品经理-软件产品经理,2026-05-20 18:43:13,11.0,19.0,15.0,12.0,180.0,monthly,上海,嘉定,,软件/IT服务,20人以下,未知,产品,互联网产品经理,软件产品经理
软件产品经理,1.2-1.8万·13薪,上海·杨浦·新江湾城,琅琛信息技术(上海)有限公司,民营,20人以下,大专,5-10年,B端产品,产品-互联网产品经理-软件产品经理,2026-05-20 18:43:14,12.0,18.0,15.0,13.0,195.0,monthly,上海,杨浦,新江湾城,民营,20人以下,未知,产品,互联网产品经理,软件产品经理
软件产品经理,1-2万,上海·静安·天目西路,岱特智能科技（上海）有限公司,港澳台公司,20-99人,本科,3-5年,,产品-互联网产品经理-软件产品经理,2026-05-20 18:43:15,10.0,20.0,15.0,12.0,180.0,monthly,上海,静安,天目西路,港澳台公司,20-99人,未知,产品,互联网产品经理,软件产品经理
软件产品经理（AI方向）,8000-16000元,上海·静安·彭浦,一橙网络,股份制企业,1000-9999人,本科,1-3年,"AIGC, 大模型应用",产品-互联网产品经理-软件产品经理,2026-05-20 18:43:14,8.0,16.0,12.0,12.0,144.0,monthly,上海,静安,彭浦,股份制企业,1000-9999人,未知,产品,互联网产品经理,软件产品经理
软件产品经理,1-1.3万,上海·浦东·康桥,上海盛慧信息技术有限公司,民营,20人以下,大专,3-5年,,产品-互联网产品经理-软件产品经理,2026-05-20 18:43:14,10.0,13.0,11.5,12.0,138.0,monthly,上海,浦东,康桥,民营,20人以下,未知,产品,互联网产品经理,软件产品经理
兼职软件产品经理,7000-8000元,上海·浦东·潍坊新村,上海有浩信息科技有限公司,民营,20-99人,本科,3-5年,"B端产品, C端产品, SaaS",产品-互联网产品经理-软件产品经理,2026-05-20 18:43:14,7.0,8.0,7.5,12.0,90.0,monthly,上海,浦东,潍坊新村,民营,20-99人,未知,产品,互联网产品经理,软件产品经理
AI算法工程师（机器学习/深度学习方向）(J13012),3-4.5万·15薪,上海·浦东·张江,中芯国际集成电路制造(上海)有限公司,上市公司,10000人以上,硕士,经验不限,"深度学习, 机器学习, 大模型算法",技术-人工智能/算法-机器学习,2026-05-20 17:51:04,30.0,45.0,37.5,15.0,562.5,monthly,上海,浦东,张江,上市公司,10000人以上,未知,技术,人工智能/算法,机器学习
机器学习算法工程师,2-4万,上海·浦东·康桥,九章(济南)量子科技有限公司,股份制企业,20-99人,硕士,经验不限,"机器学习, Python",技术-人工智能/算法-机器学习,2026-05-20 17:51:04,20.0,40.0,30.0,12.0,360.0,monthly,上海,浦东,康桥,股份制企业,20-99人,未知,技术,人工智能/算法,机器学习
AI算法/机器学习/大模型（算法工程师）,2-4万·14薪,上海·青浦·金泽,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,深度学习,技术-人工智能/算法-机器学习,2026-05-20 17:51:04,20.0,40.0,30.0,14.0,420.0,monthly,上海,青浦,金泽,合资,10000人以上,未知,技术,人工智能/算法,机器学习
机器学习工程师,2-4万,上海·浦东·洋泾,上海中智人才顾问咨询有限公司,国企,20-99人,本科,3-5年,"自然语言处理, 机器视觉, 搜索/推荐算法",技术-人工智能/算法-机器学习,2026-05-20 17:51:04,20.0,40.0,30.0,12.0,360.0,monthly,上海,浦东,洋泾,国企,20-99人,未知,技术,人工智能/算法,机器学习
资深机器视觉算法开发工程师（不招应届生）,2-3.5万·14薪,上海·闵行·虹桥,上海昊量光电设备有限公司,民营,100-299人,本科,3-5年,"图像识别产品, 3D相机, 机器视觉, Transformer, C++",技术-人工智能/算法-机器学习,2026-05-20 17:51:05,20.0,35.0,27.5,14.0,385.0,monthly,上海,闵行,虹桥,民营,100-299人,未知,技术,人工智能/算法,机器学习
资深3D机器视觉算法开发工程师（不招应届生）,2-3.5万·14薪,上海·闵行·虹桥,上海昊量光电设备有限公司,民营,100-299人,本科,1-3年,"图像处理, C++, 机器视觉, OpenCV, 视觉图像算法",技术-人工智能/算法-机器学习,2026-05-20 17:51:06,20.0,35.0,27.5,14.0,385.0,monthly,上海,闵行,虹桥,民营,100-299人,未知,技术,人工智能/算法,机器学习
NLP/CV/语音/深度学习/算法岗（接受应届+考研失败）,1.8-3.5万·16薪,上海·浦东·金桥,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"Java, Python, C++, C语言, 主题模型, PyTorch",技术-人工智能/算法-机器学习,2026-05-20 17:51:05,18.0,35.0,26.5,16.0,424.0,monthly,上海,浦东,金桥,合资,10000人以上,未知,技术,人工智能/算法,机器学习
AI工程师-机器学习,1.5-3万·14薪,上海·浦东·金桥,外企德科数字技术有限公司,合资,10000人以上,本科,1-3年,"机器视觉, 图像算法, 智能驾驶, Python, C++, C语言",技术-人工智能/算法-机器学习,2026-05-20 17:51:04,15.0,30.0,22.5,14.0,315.0,monthly,上海,浦东,金桥,合资,10000人以上,未知,技术,人工智能/算法,机器学习
高级机器视觉算法工程师,1.5-3万,上海·闵行·莘庄,上海凯奈芮科技有限公司,20-99人,食品/饮料/酒水批发/零售/贸易,本科,1-3年,"图像识别产品, HALCON, PyTorch, PCL, Python",技术-人工智能/算法-机器学习,2026-05-20 17:51:05,15.0,30.0,22.5,12.0,270.0,monthly,上海,闵行,莘庄,食品/饮料/酒水批发/零售/贸易,20-99人,未知,技术,人工智能/算法,机器学习
3D机器视觉算法研发工程师（不招应届生）,1.4-2.8万·14薪,上海·闵行·虹桥,上海昊量光电设备有限公司,民营,100-299人,本科,1-3年,"图像识别产品, 3D相机, 机器视觉, Transformer, C++",技术-人工智能/算法-机器学习,2026-05-20 17:51:04,14.0,28.0,21.0,14.0,294.0,monthly,上海,闵行,虹桥,民营,100-299人,未知,技术,人工智能/算法,机器学习
ai机器视觉算法工程师,1.4-2.8万,上海·浦东·金桥,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"机器人, 图像识别产品, 人脸识别产品",技术-人工智能/算法-机器学习,2026-05-20 17:51:05,14.0,28.0,21.0,12.0,252.0,monthly,上海,浦东,金桥,合资,10000人以上,未知,技术,人工智能/算法,机器学习
机器视觉算法研发工程师（不招应届生）,1.4-2.8万·14薪,上海·闵行·虹桥,上海昊量光电设备有限公司,民营,100-299人,本科,1-3年,"图像识别产品, 3D相机, 机器视觉, Transformer, C++",技术-人工智能/算法-机器学习,2026-05-20 17:51:05,14.0,28.0,21.0,14.0,294.0,monthly,上海,闵行,虹桥,民营,100-299人,未知,技术,人工智能/算法,机器学习
人工智能/机器学习工程师,1.5-2.5万,上海·杨浦·新江湾城,爱多邦(北京)信息技术服务有限公司,民营,100-299人,本科,5-10年,"自然语言处理, 机器视觉, 集成学习, 分类回归, 聚类算法",技术-人工智能/算法-机器学习,2026-05-20 17:51:04,15.0,25.0,20.0,12.0,240.0,monthly,上海,杨浦,新江湾城,民营,100-299人,未知,技术,人工智能/算法,机器学习
机器视觉算法工程师,1.5-2.5万,上海·浦东·周家渡,济南银狐网络科技有限公司,民营,20-99人,本科,3-5年,"ViT, CLIP, Transformer, PyTorch",技术-人工智能/算法-机器学习,2026-05-20 17:51:04,15.0,25.0,20.0,12.0,240.0,monthly,上海,浦东,周家渡,民营,20-99人,未知,技术,人工智能/算法,机器学习
机器视觉算法工程师 周末双休,1.5-2.5万,上海·浦东·周家渡,济南银狐网络科技有限公司,民营,20-99人,本科,3-5年,"机器人, PyTorch, TensorFlow, ViT, CLIP, Transformer",技术-人工智能/算法-机器学习,2026-05-20 17:51:05,15.0,25.0,20.0,12.0,240.0,monthly,上海,浦东,周家渡,民营,20-99人,未知,技术,人工智能/算法,机器学习
机器视觉工程师,1.2-2万·13薪,上海·松江·小昆山,上海先惠自动化技术股份有限公司,上市公司,1000-9999人,本科,3-5年,"C/C++, C#, 工业机器人, 智能机器人, 视觉定位, OCR识别",技术-人工智能/算法-机器学习,2026-05-20 17:51:06,12.0,20.0,16.0,13.0,208.0,monthly,上海,松江,小昆山,上市公司,1000-9999人,未知,技术,人工智能/算法,机器学习
