job_name,job_salary,job_area,com_name,com_type,com_size,education,work_year,job_benefits,category_path,crawl_time,salary_min_k,salary_max_k,salary_avg_k,salary_months,annual_salary_avg_k,salary_type,city,district,business_area,company_type_clean,company_size_clean,industry,category,subcategory,position
软件测试工程师,5000-9000元,广州·天河·联和,广州澳盾智能科技有限公司,民营,20-99人,本科,3-5年,"功能测试, 系统测试, 性能测试",技术-测试-软件测试,2026-05-20 18:16:42,5.0,9.0,7.0,12.0,84.0,monthly,广州,天河,联和,民营,20-99人,未知,技术,测试,软件测试
CAE软件（结构）内核测试实习生,150-200元/天,广州·天河·车陂,中望软件,上市公司,1000-9999人,本科,经验不限,仿真,技术-测试-软件测试,2026-05-20 18:16:41,3.26,4.35,3.81,12.0,45.67,daily,广州,天河,车陂,上市公司,1000-9999人,未知,技术,测试,软件测试
软件测试实习生,2000-4000元,广州·黄埔·联和,杭州东方通信软件技术有限公司,国企,500-999人,本科,经验不限,,技术-测试-软件测试,2026-05-20 18:16:41,2.0,4.0,3.0,12.0,36.0,monthly,广州,黄埔,联和,国企,500-999人,未知,技术,测试,软件测试
软件测试工程师,面议,广州·番禺·化龙,中软国际,上市公司,10000人以上,本科,5-10年,"Java, Python, Jmeter, LoadRunner, Shell, 自动化测试",技术-测试-软件测试,2026-05-20 18:16:41,,,,,,negotiable,广州,番禺,化龙,上市公司,10000人以上,未知,技术,测试,软件测试
嵌入式硬件开发工程师 (多媒体方向),2-4万,广州·黄埔·联和,宏晶微电子科技股份有限公司,民营,100-299人,本科,3-5年,"多媒体方向, 音视频开发",电子/通信/半导体-硬件开发-嵌入式硬件,2026-05-20 18:39:18,20.0,40.0,30.0,12.0,360.0,monthly,广州,黄埔,联和,民营,100-299人,未知,电子/通信/半导体,硬件开发,嵌入式硬件
高级嵌入式硬件开发工程师,1.7-2.4万,广州·黄埔·联和,广州仁合时创信息技术有限公司,民营,500-999人,本科,5-10年,蓝牙、4G、5G射频模块,电子/通信/半导体-硬件开发-嵌入式硬件,2026-05-20 18:39:18,17.0,24.0,20.5,12.0,246.0,monthly,广州,黄埔,联和,民营,500-999人,未知,电子/通信/半导体,硬件开发,嵌入式硬件
医疗硬件嵌入式工程师,1.5-2.5万,广州·番禺·钟村,广州慧朴信息科技有限公司,民营,20人以下,本科,3-5年,"Altium Designer, Cadence, C/C++语言, 熟悉EMC设计规范",电子/通信/半导体-硬件开发-嵌入式硬件,2026-05-20 18:39:18,15.0,25.0,20.0,12.0,240.0,monthly,广州,番禺,钟村,民营,20人以下,未知,电子/通信/半导体,硬件开发,嵌入式硬件
嵌入式软件设计,1.5-2.5万,广州·黄埔·联和,广州海格通信,上市公司,1000-9999人,本科,经验不限,"C语言, C++",电子/通信/半导体-硬件开发-嵌入式硬件,2026-05-20 18:39:19,15.0,25.0,20.0,12.0,240.0,monthly,广州,黄埔,联和,上市公司,1000-9999人,未知,电子/通信/半导体,硬件开发,嵌入式硬件
嵌入式硬件工程师,1.4-2.5万,广州·白云·龙归,广州安谱瑞美容科技有限公司,民营,20-99人,大专,5-10年,美容仪器,电子/通信/半导体-硬件开发-嵌入式硬件,2026-05-20 18:39:18,14.0,25.0,19.5,12.0,234.0,monthly,广州,白云,龙归,民营,20-99人,未知,电子/通信/半导体,硬件开发,嵌入式硬件
嵌入式硬件工程师,1.2-2.4万,广州·黄埔·大沙,华科盈医疗科技(广州)有限公司,民营,20-99人,本科,5-10年,"ARM处理器, DSP",电子/通信/半导体-硬件开发-嵌入式硬件,2026-05-20 18:39:17,12.0,24.0,18.0,12.0,216.0,monthly,广州,黄埔,大沙,民营,20-99人,未知,电子/通信/半导体,硬件开发,嵌入式硬件
嵌入式硬件开发工程师,1.5-2万,广州·黄埔·联和,广州大铁锐威科技有限公司,民营,20-99人,本科,3-5年,单片机,电子/通信/半导体-硬件开发-嵌入式硬件,2026-05-20 18:39:17,15.0,20.0,17.5,12.0,210.0,monthly,广州,黄埔,联和,民营,20-99人,未知,电子/通信/半导体,硬件开发,嵌入式硬件
嵌入式硬件工程师,1.4-2万,广州·花都·秀全,深圳克莱蒙特科技有限公司,民营,500-999人,本科,3-5年,,电子/通信/半导体-硬件开发-嵌入式硬件,2026-05-20 18:39:17,14.0,20.0,17.0,12.0,204.0,monthly,广州,花都,秀全,民营,500-999人,未知,电子/通信/半导体,硬件开发,嵌入式硬件
嵌入式硬件工程师,1.5-1.8万·13薪,广州·番禺·钟村,广州市汐创科技有限公司,20人以下,半导体/芯片,本科,3-5年,"ARM处理器, DSP, FPGA, 驱动开发",电子/通信/半导体-硬件开发-嵌入式硬件,2026-05-20 18:39:18,15.0,18.0,16.5,13.0,214.5,monthly,广州,番禺,钟村,半导体/芯片,20人以下,未知,电子/通信/半导体,硬件开发,嵌入式硬件
嵌入式硬件工程师,1.1-2.2万·13薪,广州·荔湾·东漖,广州伟杰华科技发展有限公司,民营,20-99人,本科,3-5年,"ARM处理器, 独立设计研发",电子/通信/半导体-硬件开发-嵌入式硬件,2026-05-20 18:39:18,11.0,22.0,16.5,13.0,214.5,monthly,广州,荔湾,东漖,民营,20-99人,未知,电子/通信/半导体,硬件开发,嵌入式硬件
硬件工程师（中级）,1.2-2万,广州·海珠·官洲,广州瑞派医疗器械有限责任公司,民营,300-499人,本科,3-5年,"硬件测试, 技术支持, 设计, EMC设计",电子/通信/半导体-硬件开发-嵌入式硬件,2026-05-20 18:39:18,12.0,20.0,16.0,12.0,192.0,monthly,广州,海珠,官洲,民营,300-499人,未知,电子/通信/半导体,硬件开发,嵌入式硬件
嵌入式系统开发工程师,1-2万,广州·番禺·大石,广东省天嵌嵌入式技术股份有限公司,民营,20-99人,本科,1-3年,"C++, C语言, Linux系统",电子/通信/半导体-硬件开发-嵌入式硬件,2026-05-20 18:39:18,10.0,20.0,15.0,12.0,180.0,monthly,广州,番禺,大石,民营,20-99人,未知,电子/通信/半导体,硬件开发,嵌入式硬件
嵌入式硬件工程师,1-1.5万·13薪,广州·天河·五山,有新智能科技(广州)有限公司,民营,20-99人,本科,3-5年,"ARM处理器, 单片机, FPGA",电子/通信/半导体-硬件开发-嵌入式硬件,2026-05-20 18:39:17,10.0,15.0,12.5,13.0,162.5,monthly,广州,天河,五山,民营,20-99人,未知,电子/通信/半导体,硬件开发,嵌入式硬件
硬件设计工程师,1-1.5万,广州·南沙·万顷沙,广州市凯泽利科技有限公司,民营,100-299人,本科,经验不限,"硬件, 硬件设计, 车载硬件设计",电子/通信/半导体-硬件开发-嵌入式硬件,2026-05-20 18:39:18,10.0,15.0,12.5,12.0,150.0,monthly,广州,南沙,万顷沙,民营,100-299人,未知,电子/通信/半导体,硬件开发,嵌入式硬件
嵌入式硬件工程师,9000-15000元,广州,广州市腾惠超声波技术有限公司,20-99人,消费电子/智能硬件,本科,3-5年,"ARM处理器, DSP, FPGA",电子/通信/半导体-硬件开发-嵌入式硬件,2026-05-20 18:39:18,9.0,15.0,12.0,12.0,144.0,monthly,广州,未知,,消费电子/智能硬件,20-99人,未知,电子/通信/半导体,硬件开发,嵌入式硬件
嵌入式应用开发工程师（电力行业）,8000-16000元,广州·番禺·大石,广东省天嵌嵌入式技术股份有限公司,民营,20-99人,本科,1-3年,"C++, Modbus, CAN/CANFD, ADC",电子/通信/半导体-硬件开发-嵌入式硬件,2026-05-20 18:39:19,8.0,16.0,12.0,12.0,144.0,monthly,广州,番禺,大石,民营,20-99人,未知,电子/通信/半导体,硬件开发,嵌入式硬件
嵌入式硬件工程师,8000-14000元,广州·番禺·大石,广东省天嵌嵌入式技术股份有限公司,民营,20-99人,本科,1-3年,硬件工程师,电子/通信/半导体-硬件开发-嵌入式硬件,2026-05-20 18:39:17,8.0,14.0,11.0,12.0,132.0,monthly,广州,番禺,大石,民营,20-99人,未知,电子/通信/半导体,硬件开发,嵌入式硬件
电子硬件工程师,1-1.2万,广州·花都·秀全,武汉宏元数码科技有限公司,20-99人,软件/IT服务,大专,经验不限,"硬件测试, 硬件设计开发, 元器件选型验证, EDA工具应用",电子/通信/半导体-硬件开发-嵌入式硬件,2026-05-20 18:39:19,10.0,12.0,11.0,12.0,132.0,monthly,广州,花都,秀全,软件/IT服务,20-99人,未知,电子/通信/半导体,硬件开发,嵌入式硬件
嵌入式软件硬件测试工程师,5000-7000元,广州·黄埔·大沙,河南安吉斯智能科技有限公司,股份制企业,20-99人,学历不限,1-3年,,电子/通信/半导体-硬件开发-嵌入式硬件,2026-05-20 18:39:18,5.0,7.0,6.0,12.0,72.0,monthly,广州,黄埔,大沙,股份制企业,20-99人,未知,电子/通信/半导体,硬件开发,嵌入式硬件
嵌入式开发实习生,3000-5000元,广州·番禺·大石,广东省天嵌嵌入式技术股份有限公司,民营,20-99人,本科,经验不限,"C语言, C++",电子/通信/半导体-硬件开发-嵌入式硬件,2026-05-20 18:39:19,3.0,5.0,4.0,12.0,48.0,monthly,广州,番禺,大石,民营,20-99人,未知,电子/通信/半导体,硬件开发,嵌入式硬件
资深硬件工程师,2.8-5.5万·13薪,广州·番禺,广州安捷制造有限公司,股份制企业,300-499人,本科,经验不限,"电机驱动, 变频器, 空调外机",电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:40:06,28.0,55.0,41.5,13.0,539.5,monthly,广州,番禺,,股份制企业,300-499人,未知,电子/通信/半导体,硬件开发,硬件工程师
资深硬件工程师,2-3.5万,广州·增城·中新,广州人来康复设备制造有限公司,民营,100-299人,本科,3-5年,"设计, 硬件测试, 技术支持, PCB设计, EMC设计, ARM研发",电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:40:05,20.0,35.0,27.5,12.0,330.0,monthly,广州,增城,中新,民营,100-299人,未知,电子/通信/半导体,硬件开发,硬件工程师
大功率电源硬件工程师（广州）,1.8-3.5万,广州·黄埔·联和,广州金升阳科技有限公司,民营,1000-9999人,本科,5-10年,"ADDC/DCDC, BUCK/BOOST, PFC/LLC, 电源, 逆变器",电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:40:05,18.0,35.0,26.5,12.0,318.0,monthly,广州,黄埔,联和,民营,1000-9999人,未知,电子/通信/半导体,硬件开发,硬件工程师
高级射频硬件工程师,2-3万,广州·黄埔·萝岗,广东国腾量子科技有限公司,民营,20-99人,本科,5-10年,"射频电路设计, PCB设计, 射频设计, 射频开发, 射频测试",电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:40:04,20.0,30.0,25.0,12.0,300.0,monthly,广州,黄埔,萝岗,民营,20-99人,未知,电子/通信/半导体,硬件开发,硬件工程师
电力电子硬件工程师(J12465),1.5-2.5万·16薪,广州·番禺·南村,珠海冠宇电池股份有限公司,上市公司,10000人以上,本科,5-10年,"硬件开发, 电源, 逆变器, 变流器",电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:40:04,15.0,25.0,20.0,16.0,320.0,monthly,广州,番禺,南村,上市公司,10000人以上,未知,电子/通信/半导体,硬件开发,硬件工程师
数字硬件工程师,1.5-2.5万,广州·番禺,广州思林杰科技股份有限公司,民营,100-299人,本科,3-5年,,电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:40:05,15.0,25.0,20.0,12.0,240.0,monthly,广州,番禺,,民营,100-299人,未知,电子/通信/半导体,硬件开发,硬件工程师
车载硬件工程师,1.5-2.5万,广州·花都·新雅,广州市凯泽利科技有限公司,民营,100-299人,本科,经验不限,车载硬件设计,电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:40:05,15.0,25.0,20.0,12.0,240.0,monthly,广州,花都,新雅,民营,100-299人,未知,电子/通信/半导体,硬件开发,硬件工程师
FPGA硬件工程师,1.5-2.5万,广州·黄埔·联和,广州海格通信集团股份有限公司,其它,500-999人,本科,3-5年,"Verilog, Unix, 网络协议, 芯片设计, 芯片开发, 芯片测试",电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:40:05,15.0,25.0,20.0,12.0,240.0,monthly,广州,黄埔,联和,其它,500-999人,未知,电子/通信/半导体,硬件开发,硬件工程师
嵌入式硬件工程师,1.2-2.4万,广州·黄埔·大沙,华科盈医疗科技(广州)有限公司,民营,20-99人,本科,5-10年,"ARM处理器, DSP",电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:40:05,12.0,24.0,18.0,12.0,216.0,monthly,广州,黄埔,大沙,民营,20-99人,未知,电子/通信/半导体,硬件开发,硬件工程师
硬件工程师,1.5-1.8万,广州·南沙·万顷沙,广州市汇英科技有限公司,民营,100-299人,大专,1-3年,"硬件测试, 设计, PCB设计, FPGA研发",电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:40:05,15.0,18.0,16.5,12.0,198.0,monthly,广州,南沙,万顷沙,民营,100-299人,未知,电子/通信/半导体,硬件开发,硬件工程师
硬件工程师（中级）,1.2-2万,广州·海珠·官洲,广州瑞派医疗器械有限责任公司,民营,300-499人,本科,3-5年,"硬件测试, 技术支持, 设计, EMC设计",电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:40:04,12.0,20.0,16.0,12.0,192.0,monthly,广州,海珠,官洲,民营,300-499人,未知,电子/通信/半导体,硬件开发,硬件工程师
中/高级硬件工程师,1.2-1.8万·14薪,广州·海珠·江海,广州广有通信设备有限公司,国企,100-299人,本科,3-5年,"设计, PCB设计",电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:40:04,12.0,18.0,15.0,14.0,210.0,monthly,广州,海珠,江海,国企,100-299人,未知,电子/通信/半导体,硬件开发,硬件工程师
医疗器械硬件工程师,1-2万,广州·增城·中新,广州人来康复设备制造有限公司,民营,100-299人,本科,3-5年,"设计, 硬件测试, 技术支持, PCB设计, EMC设计, ARM研发",电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:40:05,10.0,20.0,15.0,12.0,180.0,monthly,广州,增城,中新,民营,100-299人,未知,电子/通信/半导体,硬件开发,硬件工程师
fpga硬件工程师,1-2万,广州·增城·荔城,广州辉泰半导体科技有限公司,民营,20-99人,本科,3-5年,Verilog HDL,电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:40:06,10.0,20.0,15.0,12.0,180.0,monthly,广州,增城,荔城,民营,20-99人,未知,电子/通信/半导体,硬件开发,硬件工程师
硬件工程师,1.1-1.5万,广州·南沙·万顷沙,广州市汇英科技有限公司,民营,100-299人,大专,1-3年,"射频测试, 信号测试, 主板测试, 示波器, 万用表",电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:40:04,11.0,15.0,13.0,12.0,156.0,monthly,广州,南沙,万顷沙,民营,100-299人,未知,电子/通信/半导体,硬件开发,硬件工程师
硬件工程师,1-1.3万,广州·花都·秀全,武汉宏元数码科技有限公司,20-99人,软件/IT服务,大专,经验不限,"服务器运维, 网络运维, 桌面运维, 硬件设备维护, 硬件选型部署",电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:40:04,10.0,13.0,11.5,12.0,138.0,monthly,广州,花都,秀全,软件/IT服务,20-99人,未知,电子/通信/半导体,硬件开发,硬件工程师
电子硬件工程师,1-1.2万,广州·花都·秀全,武汉宏元数码科技有限公司,20-99人,软件/IT服务,大专,经验不限,"硬件测试, 硬件设计开发, 元器件选型验证, EDA工具应用",电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:40:04,10.0,12.0,11.0,12.0,132.0,monthly,广州,花都,秀全,软件/IT服务,20-99人,未知,电子/通信/半导体,硬件开发,硬件工程师
电子硬件工程师,7000-14000元,广州·黄埔·九佛,广州民鋆医疗科技发展有限公司,民营,20-99人,本科,3-5年,,电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:40:04,7.0,14.0,10.5,12.0,126.0,monthly,广州,黄埔,九佛,民营,20-99人,未知,电子/通信/半导体,硬件开发,硬件工程师
电气硬件工程师,7000-10000元,广州·增城·中新,广东恒泰立华智能装备制造有限公司,民营,100-299人,大专,3-5年,"EPLAN, CAD, 电气图",电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:40:05,7.0,10.0,8.5,12.0,102.0,monthly,广州,增城,中新,民营,100-299人,未知,电子/通信/半导体,硬件开发,硬件工程师
硬件工程师助理,7000-10000元·13薪,广州·越秀·北京街道,南昌辰睿科技服务有限公司,民营,100-299人,本科,经验不限,"硬件测试, PCB设计, 电路原理图绘制, 硬件技术文档编写",电子/通信/半导体-硬件开发-硬件工程师,2026-05-20 18:40:05,7.0,10.0,8.5,13.0,110.5,monthly,广州,越秀,北京街道,民营,100-299人,未知,电子/通信/半导体,硬件开发,硬件工程师
通信机房及数据中心电源系统设计工程师,9000-13000元,广州·天河·冼村,中讯邮电咨询设计院有限公司广东分公司,国企,20-99人,大专,3-5年,"电源, 研发, 测试",电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:30:36,9.0,13.0,11.0,12.0,132.0,monthly,广州,天河,冼村,国企,20-99人,未知,电子/通信/半导体,通信,数据通信工程师
通信工程项目经理（广州市）,1-1.2万,广州·天河·棠下,江苏倚天通信科技发展有限公司,民营,100-299人,大专,3-5年,通信项目管理,电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:30:36,10.0,12.0,11.0,12.0,132.0,monthly,广州,天河,棠下,民营,100-299人,未知,电子/通信/半导体,通信,数据通信工程师
通信工程资料员,6000-11000元,广州·天河·天河南,广州灏沣信息科技有限公司,100-299人,云计算,本科,1-3年,"工程建设资料, 工程竣工资料",电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:30:37,6.0,11.0,8.5,12.0,102.0,monthly,广州,天河,天河南,云计算,100-299人,未知,电子/通信/半导体,通信,数据通信工程师
通信工程建设管理,6000-7000元,广州·天河·冼村,广东视通科技有限公司,国企,20-99人,大专,1-3年,"通信项目管理, 公文撰写, 报告撰写",电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:30:36,6.0,7.0,6.5,12.0,78.0,monthly,广州,天河,冼村,国企,20-99人,未知,电子/通信/半导体,通信,数据通信工程师
通信工程结算审计员,3000-6000元,广州·越秀·黄花岗,广州市拓驰工程咨询有限公司,民营,20-99人,大专,经验不限,"安装工程, 弱电工程, 结算审计",电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:30:36,3.0,6.0,4.5,12.0,54.0,monthly,广州,越秀,黄花岗,民营,20-99人,未知,电子/通信/半导体,通信,数据通信工程师
通信工程结算审计实习生,2000-4000元,广州·越秀·黄花岗,广州市拓驰工程咨询有限公司,民营,20-99人,大专,经验不限,"安装工程, 弱电工程, 结算审计",电子/通信/半导体-通信-数据通信工程师,2026-05-20 18:30:37,2.0,4.0,3.0,12.0,36.0,monthly,广州,越秀,黄花岗,民营,20-99人,未知,电子/通信/半导体,通信,数据通信工程师
汽车营销GTM专员-通信大厂外包,1.2-2万·13薪,广州·越秀·华乐,外企德科数字技术有限公司,合资,10000人以上,本科,1-3年,"广告/公关公司经验, 会展销售经验, 车展, 科技展",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:29:01,12.0,20.0,16.0,13.0,208.0,monthly,广州,越秀,华乐,合资,10000人以上,未知,电子/通信/半导体,通信,通信技术工程师
售前技术支持工程师,1-2万,广州·越秀·黄花岗,飞思达技术（北京）有限公司,上市公司,100-299人,本科,经验不限,"软件产品, 云服务产品, 售前技术支持, 解决方案",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:29:01,10.0,20.0,15.0,12.0,180.0,monthly,广州,越秀,黄花岗,上市公司,100-299人,未知,电子/通信/半导体,通信,通信技术工程师
海外技术支持工程师-通信行业,1-1.8万·13薪,广州·南沙·南沙,广州通则康威科技股份有限公司,股份制企业,300-499人,本科,1-3年,"英语, 海外出差, CPE",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:29:00,10.0,18.0,14.0,13.0,182.0,monthly,广州,南沙,南沙,股份制企业,300-499人,未知,电子/通信/半导体,通信,通信技术工程师
储备无线工程师,8000-16000元,广州·越秀·东山,北京智讯天成技术有限公司,上市公司,500-999人,本科,经验不限,"无线通信, 5G, GSM-R, LTE",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:29:00,8.0,16.0,12.0,12.0,144.0,monthly,广州,越秀,东山,上市公司,500-999人,未知,电子/通信/半导体,通信,通信技术工程师
职业卫生评价技术员,7000-14000元,广州·南沙·黄阁,中润安全技术有限公司,股份制企业,300-499人,本科,5-10年,"职业卫生评价, 安全性能认证, 职业卫生安全, 主动安全性能",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:29:01,7.0,14.0,10.5,12.0,126.0,monthly,广州,南沙,黄阁,股份制企业,300-499人,未知,电子/通信/半导体,通信,通信技术工程师
国企通信展厅讲解岗,9000-12000元,广州·海珠·琶洲,广信通信,国企,1000-9999人,本科,经验不限,"形象气质佳, 国企, 展厅",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:29:01,9.0,12.0,10.5,12.0,126.0,monthly,广州,海珠,琶洲,国企,1000-9999人,未知,电子/通信/半导体,通信,通信技术工程师
汽车售后技术指导专家,9000-12000元,广州·番禺·南村,广信通信,国企,1000-9999人,大专,5-10年,"汽车维修, 汽车客诉处理, 车辆救援服务, 4S店, 汽车厂家",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:29:02,9.0,12.0,10.5,12.0,126.0,monthly,广州,番禺,南村,国企,1000-9999人,未知,电子/通信/半导体,通信,通信技术工程师
通信技术工程师（代广州先时信息技术有限公司招聘）,6000-12000元,广州·天河·天园,深圳市捷宇通信技术有限公司,20-99人,通信/网络设备,大专,1-3年,电力通信,电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:29:00,6.0,12.0,9.0,12.0,108.0,monthly,广州,天河,天园,通信/网络设备,20-99人,未知,电子/通信/半导体,通信,通信技术工程师
安全评价技术员,6000-12000元,广州·南沙·黄阁,中润安全技术有限公司,股份制企业,300-499人,本科,1-3年,"安全评价师证书, 安全评价报告, 安全检查, 注册安全工程师证书",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:29:20,6.0,12.0,9.0,12.0,108.0,monthly,广州,南沙,黄阁,股份制企业,300-499人,未知,电子/通信/半导体,通信,通信技术工程师
技术支持工程师,7000-10000元,广州·海珠·琶洲,广州科傲德自动控制技术有限公司,其它,20-99人,本科,1-3年,"工业自动化，仪器仪表, 电力，石油石化, 技术应用, 工程",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:29:00,7.0,10.0,8.5,12.0,102.0,monthly,广州,海珠,琶洲,其它,20-99人,未知,电子/通信/半导体,通信,通信技术工程师
cnc技术员,7000-10000元·13薪,广州·花都·秀全,派莎克(广东)流体设备技术有限公司,民营,20-99人,大专,1-3年,"三菱, 广数, 发那科",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:29:01,7.0,10.0,8.5,13.0,110.5,monthly,广州,花都,秀全,民营,20-99人,未知,电子/通信/半导体,通信,通信技术工程师
技术服务工程师,8000-9000元,广州·黄埔·联和,广东华百材料技术有限公司,民营,20-99人,本科,3-5年,,电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:29:02,8.0,9.0,8.5,12.0,102.0,monthly,广州,黄埔,联和,民营,20-99人,未知,电子/通信/半导体,通信,通信技术工程师
通信技术工程师,6000-9000元,广州·天河·新塘,广州禧幻科技有限公司,20-99人,产业互联网平台,本科,1-3年,"研发, 测试",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:29:00,6.0,9.0,7.5,12.0,90.0,monthly,广州,天河,新塘,产业互联网平台,20-99人,未知,电子/通信/半导体,通信,通信技术工程师
生物发酵下游工艺开发技术员/工程师,6000-9000元,广州·黄埔·九佛,北京昭衍生物技术有限公司,合资,300-499人,本科,经验不限,"蛋白纯化工艺, 质粒纯化工艺, 发酵工艺, 抗体药, 生物药",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:29:02,6.0,9.0,7.5,12.0,90.0,monthly,广州,黄埔,九佛,合资,300-499人,未知,电子/通信/半导体,通信,通信技术工程师
环保技术员,6000-7000元·14薪,广州·黄埔·云埔,合诚技术股份有限公司,民营,500-999人,中专/中技,1-3年,"废气, 固废, 噪声, 污水站处理",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:29:01,6.0,7.0,6.5,14.0,91.0,monthly,广州,黄埔,云埔,民营,500-999人,未知,电子/通信/半导体,通信,通信技术工程师
无损检测技术员,5000-8000元,广州·海珠·瑞宝,广州粤东建检测技术有限公司,民营,20-99人,大专,1-3年,"管道检测, 压力设备检测, 材料检测, 压力容器检测, 渗透检测",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:29:01,5.0,8.0,6.5,12.0,78.0,monthly,广州,海珠,瑞宝,民营,20-99人,未知,电子/通信/半导体,通信,通信技术工程师
细胞培养技术员,5000-8000元,广州·黄埔·九佛,北京昭衍生物技术有限公司,合资,300-499人,大专,经验不限,"免疫细胞, 真核细胞, 原代培养, 传代培养, 无菌操作, 细胞复苏",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:29:11,5.0,8.0,6.5,12.0,78.0,monthly,广州,黄埔,九佛,合资,300-499人,未知,电子/通信/半导体,通信,通信技术工程师
省级维护技术支撑岗【广东】,5000-8000元,广州·番禺,赛尔通信,股份制企业,1000-9999人,本科,1-3年,"网络通信设备, 通信维护",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:29:19,5.0,8.0,6.5,12.0,78.0,monthly,广州,番禺,,股份制企业,1000-9999人,未知,电子/通信/半导体,通信,通信技术工程师
纯化技术员,5000-8000元,广州·黄埔·九佛,北京昭衍生物技术有限公司,合资,300-499人,大专,经验不限,"蛋白纯化工艺, 质粒纯化工艺, 发酵工艺, 微生物工程",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:29:29,5.0,8.0,6.5,12.0,78.0,monthly,广州,黄埔,九佛,合资,300-499人,未知,电子/通信/半导体,通信,通信技术工程师
网络技术专员（系统集成）,5000-7000元,广州·天河·长兴,广州市齐源信息技术有限公司,民营,20-99人,大专,1-3年,"交换机配置, 路由器配置, OLT, ONU, 故障处理",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:29:01,5.0,7.0,6.0,12.0,72.0,monthly,广州,天河,长兴,民营,20-99人,未知,电子/通信/半导体,通信,通信技术工程师
分子实验技术员,4000-8000元,广州·黄埔·萝岗,广州健拓生物技术有限公司,20-99人,IVD（体外诊断）,本科,1-3年,分子诊断试剂,电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:29:10,4.0,8.0,6.0,12.0,72.0,monthly,广州,黄埔,萝岗,IVD（体外诊断）,20-99人,未知,电子/通信/半导体,通信,通信技术工程师
机电装配技术员,4000-7000元,广州·黄埔·龙湖,广州上诺生物技术有限公司,民营,20-99人,中专/中技,3-5年,"机械设备, 安装/调试, 售后支持",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:29:01,4.0,7.0,5.5,12.0,66.0,monthly,广州,黄埔,龙湖,民营,20-99人,未知,电子/通信/半导体,通信,通信技术工程师
动物实验技术员,5000-6000元,广州·黄埔·联和,导科医药生物技术(广州)有限公司,民营,20人以下,大专,经验不限,"大小鼠实验, 动物模型构建, 给药, 解剖",电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:29:10,5.0,6.0,5.5,12.0,66.0,monthly,广州,黄埔,联和,民营,20人以下,未知,电子/通信/半导体,通信,通信技术工程师
清洗灭菌技术员,5000-6000元,广州·黄埔·九佛,北京昭衍生物技术有限公司,合资,300-499人,大专,3-5年,生物药,电子/通信/半导体-通信-通信技术工程师,2026-05-20 18:29:20,5.0,6.0,5.5,12.0,66.0,monthly,广州,黄埔,九佛,合资,300-499人,未知,电子/通信/半导体,通信,通信技术工程师
