job_name,job_salary,job_area,com_name,com_type,com_size,education,work_year,job_benefits,category_path,crawl_time
前端开发工程师,1-1.5万,上海·徐汇·虹梅路,中科软科技股份有限公司,股份制企业,1000-9999人,本科,5-10年,web前端,技术-前端开发-前端开发,2026-05-20 17:35:44
前端开发工程师,1.4-1.6万,上海·黄浦·五里桥,外企德科数字技术有限公司,合资,1000-9999人,本科,3-5年,"React, AI项目",技术-前端开发-前端开发,2026-05-20 17:35:44
高级web前端开发工程师,1.8-2.6万·14薪,上海·浦东·张江,山东普罗世纪人力资源有限公司,民营,100-299人,大专,5-10年,"大屏/可视化项目, Vue, React, TypeScript, HTML5, CSS",技术-前端开发-前端开发,2026-05-20 17:35:52
react前端开发工程师/React.js,2-2.8万·13薪,上海·静安·石门二路,大连弗斯特高新人才发展管理有限公司,民营,1000-9999人,大专,3-5年,React,技术-前端开发-前端开发,2026-05-20 17:35:52
前端开发工程师（直聘）,1.5-2万,上海·浦东·南汇新城,科锐尔人力资源服务(苏州)有限公司,上市公司,1000-9999人,本科,5-10年,"后台管理型系统, React, TypeScript, ZUSHAND, VITE",技术-前端开发-前端开发,2026-05-20 17:35:52
前端开发工程师,1.5-2万,上海·嘉定·南翔,智沪铁路设备有限公司,合资,100-299人,本科,5-10年,Vue,技术-前端开发-前端开发,2026-05-20 17:35:52
web前端开发工程师,1.5-1.6万·13薪,上海·徐汇·虹梅路,上海智航创网络科技有限公司,20人以下,互联网电商,大专,,"HTML5, CSS, JavaScript, Vue, React, 电商项目",技术-前端开发-前端开发,2026-05-20 17:35:52
web前端开发工程师,1-1.5万,上海·浦东·陆家嘴,南京清研新材料研究院有限公司,民营,20-99人,本科,经验不限,"HTML5, CSS, JavaScript, Vue, React, 大屏/可视化项目",技术-前端开发-前端开发,2026-05-20 17:35:53
前端开发（统专毕业后8年，到面）,1-1.1万,上海·浦东·唐镇,拓保软件,民营,1000-9999人,大专,5-10年,"HTML5, JavaScript, Vue",技术-前端开发-前端开发,2026-05-20 17:35:53
前端开发/后端开发/全栈工程师,1-1.5万·14薪,上海·浦东·金桥,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"前端开发, 后端开发, Java, C++, MySQL, JavaScript, Vue",技术-前端开发-前端开发,2026-05-20 17:35:53
Web前端开发工程师,1-1.5万,上海·闵行·颛桥,上海通立信息科技有限公司,民营,20-99人,本科,3-5年,"Web前端, Javascript, AJAX, CSS, HTML, Node.js",技术-前端开发-前端开发,2026-05-20 17:35:53
前端开发工程师,1.6-2万,上海·浦东·曹路,上海长庚信息技术股份有限公司,民营,20-99人,本科,3-5年,"CSS, JavaScript, HTML5, Vue, ElementUI, Echarts",技术-前端开发-前端开发,2026-05-20 17:35:53
前端开发工程师,1.5-1.6万,上海·虹口·北外滩,外企德科数字技术有限公司,合资,100-299人,本科,3-5年,React,技术-前端开发-前端开发,2026-05-20 17:35:53
前端开发工程师,1.3-1.5万,上海·浦东·陆家嘴,深圳市法本信息技术股份有限公司,上市公司,1000-9999人,本科,5-10年,"金融项目, 银行项目",技术-前端开发-前端开发,2026-05-20 17:35:53
前端开发工程师（应届生）,1.1-1.3万,上海·浦东·曹路,上海长庚信息技术股份有限公司,民营,20-99人,本科,经验不限,"JavaScript, CSS, HTML5, Vue, ElementUI, Unity3D",技术-前端开发-前端开发,2026-05-20 17:35:53
前端开发工程师,1.2-2.4万,上海·青浦·金泽,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"HTML5, CSS, JavaScript, React, Vue, React Native",技术-前端开发-前端开发,2026-05-20 17:35:53
前端开发工程师 中核集团,1.2-1.5万,上海·浦东·周家渡,软通动力信息技术(集团)股份有限公司,上市公司,10000人以上,本科,3-5年,"Vue, Node.js",技术-前端开发-前端开发,2026-05-20 17:35:54
web前端开发技术员-五险一金-双休,1.5-2万,上海·虹口·四川北路,成都年年好人力资源管理有限公司,民营,100-299人,大专,1-3年,"CSS, JavaScript, HTML5, Vue, React, 响应式界面设计",技术-前端开发-前端开发,2026-05-20 17:35:54
Java/C++/Python/算法/前端开发工程师,1.2-2.4万·14薪,上海·浦东·金桥,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"双休, 试用期全额",技术-前端开发-前端开发,2026-05-20 17:35:54
前端开发工程师,1.5-1.7万,上海·杨浦·平凉路,软通动力信息技术(集团)股份有限公司,上市公司,10000人以上,本科,5-10年,"React, Vue, 电商项目, ERP项目",技术-前端开发-前端开发,2026-05-20 17:35:54
前端开发技术员-五险一金-双休,1.5-2万,上海·虹口·嘉兴路,成都年年好人力资源管理有限公司,民营,100-299人,大专,1-3年,"HTML5, CSS, JavaScript, Vue, React, 人力资源系统开发",技术-前端开发-前端开发,2026-05-20 17:35:54
前端开发-双休 包三餐 15薪,1.5-3万·15薪,上海·杨浦·新江湾城,外企德科数字技术有限公司,合资,10000人以上,本科,3-5年,"React, 统招本科",技术-前端开发-前端开发,2026-05-20 17:35:54
java全栈工程师（上海-现场）,1.7-2万,上海·浦东·花木,深圳华云信息系统科技股份有限公司,民营,1000-9999人,本科,3-5年,"前端开发, 后端开发, 架构开发, Vue, Java, SQL Server",技术-前端开发-全栈工程师,2026-05-20 17:36:03
全栈工程师,8000-13000元,上海·奉贤·南京东路,长沙恩欣科技有限公司,20-99人,软件/IT服务,学历不限,经验不限,,技术-前端开发-全栈工程师,2026-05-20 17:36:03
java全栈工程师,9000-15000元,上海·宝山·杨行,沈阳东硕信息技术有限公司,民营,1000-9999人,本科,3-5年,"前端开发, 后端开发, Vue, Java, C++, C, Oracle",技术-前端开发-全栈工程师,2026-05-20 17:36:03
中级java全栈工程师,1.6-2万,上海·浦东·张江,首聘(北京)科技有限公司,民营,1000-9999人,大专,3-5年,"后端开发, Java, MySQL",技术-前端开发-全栈工程师,2026-05-20 17:36:03
java全栈工程师,1-1.5万,上海·静安·天目西路,上海春卫信息技术有限公司,民营,20人以下,大专,1-3年,"Java, MySQL, Redis, Vue.js, UNIAPP, 全栈开发",技术-前端开发-全栈工程师,2026-05-20 17:36:03
.net全栈工程师(常州\上海\深圳）,1.4-2.8万,上海·奉贤·奉浦,上海森储科技有限公司,民营,20-99人,本科,5-10年,"SQL Server, MySQL, Java, 后端开发, .NET",技术-前端开发-全栈工程师,2026-05-20 17:36:03
AI全栈工程师(A190586),1.7-3万,上海·浦东·陆家嘴,星火智云(上海)科技发展有限公司,民营,100-299人,本科,3-5年,"后端开发, Java, Python",技术-前端开发-全栈工程师,2026-05-20 17:36:03
全栈工程师,1.1-2万,上海·宝山·杨行,江苏群引力文化传媒有限公司,股份制企业,20-99人,本科,3-5年,"全栈开发, HTML, Node.js, 架构开发, 前端开发",技术-前端开发-全栈工程师,2026-05-20 17:36:03
java初级全栈工程师,1.2-1.6万,上海·徐汇·枫林路,北京领雁智远科技有限公司,民营,100-299人,本科,3-5年,"前端开发, 后端开发, Vue, JavaScript",技术-前端开发-全栈工程师,2026-05-20 17:36:04
前端开发/后端开发/全栈工程师,1-1.5万·14薪,上海·浦东·金桥,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"前端开发, 后端开发, Java, C++, MySQL, JavaScript, Vue",技术-前端开发-全栈工程师,2026-05-20 17:36:04
全栈工程师,1.5-2万,上海·杨浦·四平路,苏州斯美技术有限公司,国企,20-99人,本科,5-10年,"Java, Oracle, SQL Server, 前端开发, 后端开发",技术-前端开发-全栈工程师,2026-05-20 17:36:04
全栈工程师,1.8-2.6万,上海·浦东·张江,上海度特信息科技有限公司,民营,20-99人,大专,5-10年,"后端开发, 全栈",技术-前端开发-全栈工程师,2026-05-20 17:36:04
前端开发/后端开发/全栈工程师,1.4-2.8万·15薪,上海·浦东·金桥,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"Python, Java, C, 前端开发, 后端开发, 软件测试, MySQL",技术-前端开发-全栈工程师,2026-05-20 17:36:04
全栈工程师,2.4-3万,上海·长宁·虹桥,康龙化成(成都)临床研究服务有限公司,合资,10000人以上,本科,10年以上,"前端开发, 后端开发, 架构开发, react, Vue, Java, Python",技术-前端开发-全栈工程师,2026-05-20 17:36:04
全栈工程师-上市药企一年项目,1.8-2.2万,上海·浦东·高行,万宝盛华企业管理咨询（上海）有限公司,上市公司,500-999人,大专,5-10年,"后端开发, .NET, 前端开发",技术-前端开发-全栈工程师,2026-05-20 17:36:04
前端开发/后端开发/全栈工程师,1.5-3万·15薪,上海·青浦·金泽,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"C语言, Python",技术-前端开发-全栈工程师,2026-05-20 17:36:04
全栈工程师(AI)-上海,1.5-2万,上海·闵行·新虹,上海微创软件股份有限公司,合资,10000人以上,本科,3-5年,"前端开发, 后端开发, 架构开发, Vue, react, Python, Java",技术-前端开发-全栈工程师,2026-05-20 17:36:05
web全栈工程师,1.6-1.7万,上海·奉贤·南桥,上海清美绿色食品(集团)有限公司,合资,1000-9999人,本科,1-3年,"前端开发, 后端开发, Python, Java, MySQL, 全栈开发",技术-前端开发-全栈工程师,2026-05-20 17:36:05
java全栈工程师,1-1.6万·13薪,上海·宝山·杨行,沈阳东硕信息技术有限公司,民营,1000-9999人,本科,3-5年,"前端开发, 架构开发, 后端开发, Vue, JavaScript, Java",技术-前端开发-全栈工程师,2026-05-20 17:36:05
高级全栈工程师,1.5-1.8万,上海·宝山·月浦,上海畅居智慧信息技术有限公司,民营,20-99人,学历不限,3-5年,"前端开发, 后端开发, 架构开发, JavaScript, Vue, Angular",技术-前端开发-全栈工程师,2026-05-20 17:36:05
java全栈工程师（上海-现场）,1.7-2万,上海·浦东·花木,深圳华云信息系统科技股份有限公司,民营,1000-9999人,本科,3-5年,"前端开发, 后端开发, 架构开发, Vue, Java, SQL Server",技术-前端开发-全栈工程师,2026-05-20 17:36:13
全栈工程师,8000-13000元,上海·奉贤·南京东路,长沙恩欣科技有限公司,20-99人,软件/IT服务,学历不限,经验不限,,技术-前端开发-全栈工程师,2026-05-20 17:36:13
java全栈工程师,9000-15000元,上海·宝山·杨行,沈阳东硕信息技术有限公司,民营,1000-9999人,本科,3-5年,"前端开发, 后端开发, Vue, Java, C++, C, Oracle",技术-前端开发-全栈工程师,2026-05-20 17:36:13
中级java全栈工程师,1.6-2万,上海·浦东·张江,首聘(北京)科技有限公司,民营,1000-9999人,大专,3-5年,"后端开发, Java, MySQL",技术-前端开发-全栈工程师,2026-05-20 17:36:14
.net全栈工程师(常州\上海\深圳）,1.4-2.8万,上海·奉贤·奉浦,上海森储科技有限公司,民营,20-99人,本科,5-10年,"SQL Server, MySQL, Java, 后端开发, .NET",技术-前端开发-全栈工程师,2026-05-20 17:36:14
java全栈工程师,1-1.5万,上海·静安·天目西路,上海春卫信息技术有限公司,民营,20人以下,大专,1-3年,"Java, MySQL, Redis, Vue.js, UNIAPP, 全栈开发",技术-前端开发-全栈工程师,2026-05-20 17:36:14
java初级全栈工程师,1.2-1.6万,上海·徐汇·枫林路,北京领雁智远科技有限公司,民营,100-299人,本科,3-5年,"前端开发, 后端开发, Vue, JavaScript",技术-前端开发-全栈工程师,2026-05-20 17:36:14
前端开发/后端开发/全栈工程师,1-1.5万·14薪,上海·浦东·金桥,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"前端开发, 后端开发, Java, C++, MySQL, JavaScript, Vue",技术-前端开发-全栈工程师,2026-05-20 17:36:14
AI全栈工程师(A190586),1.7-3万,上海·浦东·陆家嘴,星火智云(上海)科技发展有限公司,民营,100-299人,本科,3-5年,"后端开发, Java, Python",技术-前端开发-全栈工程师,2026-05-20 17:36:14
全栈工程师,1.1-2万,上海·宝山·杨行,江苏群引力文化传媒有限公司,股份制企业,20-99人,本科,3-5年,"全栈开发, HTML, Node.js, 架构开发, 前端开发",技术-前端开发-全栈工程师,2026-05-20 17:36:14
前端开发/后端开发/全栈工程师,1.4-2.8万·15薪,上海·浦东·金桥,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"Python, Java, C, 前端开发, 后端开发, 软件测试, MySQL",技术-前端开发-全栈工程师,2026-05-20 17:36:14
全栈工程师,1.5-2万,上海·杨浦·四平路,苏州斯美技术有限公司,国企,20-99人,本科,5-10年,"Java, Oracle, SQL Server, 前端开发, 后端开发",技术-前端开发-全栈工程师,2026-05-20 17:36:15
全栈工程师,1.8-2.6万,上海·浦东·张江,上海度特信息科技有限公司,民营,20-99人,大专,5-10年,"后端开发, 全栈",技术-前端开发-全栈工程师,2026-05-20 17:36:15
前端开发/后端开发/全栈工程师,1.5-3万·15薪,上海·青浦·金泽,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"C语言, Python",技术-前端开发-全栈工程师,2026-05-20 17:36:15
全栈工程师,2.4-3万,上海·长宁·虹桥,康龙化成(成都)临床研究服务有限公司,合资,10000人以上,本科,10年以上,"前端开发, 后端开发, 架构开发, react, Vue, Java, Python",技术-前端开发-全栈工程师,2026-05-20 17:36:15
全栈工程师-上市药企一年项目,1.8-2.2万,上海·浦东·高行,万宝盛华企业管理咨询（上海）有限公司,上市公司,500-999人,大专,5-10年,"后端开发, .NET, 前端开发",技术-前端开发-全栈工程师,2026-05-20 17:36:15
全栈工程师(AI)-上海,1.5-2万,上海·闵行·新虹,上海微创软件股份有限公司,合资,10000人以上,本科,3-5年,"前端开发, 后端开发, 架构开发, Vue, react, Python, Java",技术-前端开发-全栈工程师,2026-05-20 17:36:15
web全栈工程师,1.6-1.7万,上海·奉贤·南桥,上海清美绿色食品(集团)有限公司,合资,1000-9999人,本科,1-3年,"前端开发, 后端开发, Python, Java, MySQL, 全栈开发",技术-前端开发-全栈工程师,2026-05-20 17:36:15
java全栈工程师,1-1.6万·13薪,上海·宝山·杨行,沈阳东硕信息技术有限公司,民营,1000-9999人,本科,3-5年,"前端开发, 架构开发, 后端开发, Vue, JavaScript, Java",技术-前端开发-全栈工程师,2026-05-20 17:36:16
高级全栈工程师,1.5-1.8万,上海·宝山·月浦,上海畅居智慧信息技术有限公司,民营,20-99人,学历不限,3-5年,"前端开发, 后端开发, 架构开发, JavaScript, Vue, Angular",技术-前端开发-全栈工程师,2026-05-20 17:36:16
java全栈工程师（上海-现场）,1.7-2万,上海·浦东·花木,深圳华云信息系统科技股份有限公司,民营,1000-9999人,本科,3-5年,"前端开发, 后端开发, 架构开发, Vue, Java, SQL Server",技术-前端开发-全栈工程师,2026-05-20 17:36:23
全栈工程师,8000-13000元,上海·奉贤·南京东路,长沙恩欣科技有限公司,20-99人,软件/IT服务,学历不限,经验不限,,技术-前端开发-全栈工程师,2026-05-20 17:36:23
java全栈工程师,9000-15000元,上海·宝山·杨行,沈阳东硕信息技术有限公司,民营,1000-9999人,本科,3-5年,"前端开发, 后端开发, Vue, Java, C++, C, Oracle",技术-前端开发-全栈工程师,2026-05-20 17:36:24
中级java全栈工程师,1.6-2万,上海·浦东·张江,首聘(北京)科技有限公司,民营,1000-9999人,大专,3-5年,"后端开发, Java, MySQL",技术-前端开发-全栈工程师,2026-05-20 17:36:24
.net全栈工程师(常州\上海\深圳）,1.4-2.8万,上海·奉贤·奉浦,上海森储科技有限公司,民营,20-99人,本科,5-10年,"SQL Server, MySQL, Java, 后端开发, .NET",技术-前端开发-全栈工程师,2026-05-20 17:36:24
java全栈工程师,1-1.5万,上海·静安·天目西路,上海春卫信息技术有限公司,民营,20人以下,大专,1-3年,"Java, MySQL, Redis, Vue.js, UNIAPP, 全栈开发",技术-前端开发-全栈工程师,2026-05-20 17:36:24
全栈工程师,1.1-2万,上海·宝山·杨行,江苏群引力文化传媒有限公司,股份制企业,20-99人,本科,3-5年,"全栈开发, HTML, Node.js, 架构开发, 前端开发",技术-前端开发-全栈工程师,2026-05-20 17:36:24
AI全栈工程师(A190586),1.7-3万,上海·浦东·陆家嘴,星火智云(上海)科技发展有限公司,民营,100-299人,本科,3-5年,"后端开发, Java, Python",技术-前端开发-全栈工程师,2026-05-20 17:36:24
java初级全栈工程师,1.2-1.6万,上海·徐汇·枫林路,北京领雁智远科技有限公司,民营,100-299人,本科,3-5年,"前端开发, 后端开发, Vue, JavaScript",技术-前端开发-全栈工程师,2026-05-20 17:36:24
前端开发/后端开发/全栈工程师,1-1.5万·14薪,上海·浦东·金桥,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"前端开发, 后端开发, Java, C++, MySQL, JavaScript, Vue",技术-前端开发-全栈工程师,2026-05-20 17:36:24
全栈工程师,1.5-2万,上海·杨浦·四平路,苏州斯美技术有限公司,国企,20-99人,本科,5-10年,"Java, Oracle, SQL Server, 前端开发, 后端开发",技术-前端开发-全栈工程师,2026-05-20 17:36:24
全栈工程师,1.8-2.6万,上海·浦东·张江,上海度特信息科技有限公司,民营,20-99人,大专,5-10年,"后端开发, 全栈",技术-前端开发-全栈工程师,2026-05-20 17:36:25
前端开发/后端开发/全栈工程师,1.4-2.8万·15薪,上海·浦东·金桥,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"Python, Java, C, 前端开发, 后端开发, 软件测试, MySQL",技术-前端开发-全栈工程师,2026-05-20 17:36:25
全栈工程师,2.4-3万,上海·长宁·虹桥,康龙化成(成都)临床研究服务有限公司,合资,10000人以上,本科,10年以上,"前端开发, 后端开发, 架构开发, react, Vue, Java, Python",技术-前端开发-全栈工程师,2026-05-20 17:36:25
全栈工程师-上市药企一年项目,1.8-2.2万,上海·浦东·高行,万宝盛华企业管理咨询（上海）有限公司,上市公司,500-999人,大专,5-10年,"后端开发, .NET, 前端开发",技术-前端开发-全栈工程师,2026-05-20 17:36:25
前端开发/后端开发/全栈工程师,1.5-3万·15薪,上海·青浦·金泽,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"C语言, Python",技术-前端开发-全栈工程师,2026-05-20 17:36:25
全栈工程师(AI)-上海,1.5-2万,上海·闵行·新虹,上海微创软件股份有限公司,合资,10000人以上,本科,3-5年,"前端开发, 后端开发, 架构开发, Vue, react, Python, Java",技术-前端开发-全栈工程师,2026-05-20 17:36:25
web全栈工程师,1.6-1.7万,上海·奉贤·南桥,上海清美绿色食品(集团)有限公司,合资,1000-9999人,本科,1-3年,"前端开发, 后端开发, Python, Java, MySQL, 全栈开发",技术-前端开发-全栈工程师,2026-05-20 17:36:25
java全栈工程师,1-1.6万·13薪,上海·宝山·杨行,沈阳东硕信息技术有限公司,民营,1000-9999人,本科,3-5年,"前端开发, 架构开发, 后端开发, Vue, JavaScript, Java",技术-前端开发-全栈工程师,2026-05-20 17:36:25
java全栈工程师,1-1.3万·13薪,上海·普陀·曹杨新村,上海源晨星耀数字科技有限公司,民营,20-99人,大专,1-3年,"前端开发, 后端开发, Java, MySQL, Oracle",技术-前端开发-全栈工程师,2026-05-20 17:36:26
java全栈工程师（上海-现场）,1.7-2万,上海·浦东·花木,深圳华云信息系统科技股份有限公司,民营,1000-9999人,本科,3-5年,"前端开发, 后端开发, 架构开发, Vue, Java, SQL Server",技术-前端开发-全栈工程师,2026-05-20 17:36:33
全栈工程师,8000-13000元,上海·奉贤·南京东路,长沙恩欣科技有限公司,20-99人,软件/IT服务,学历不限,经验不限,,技术-前端开发-全栈工程师,2026-05-20 17:36:33
java全栈工程师,9000-15000元,上海·宝山·杨行,沈阳东硕信息技术有限公司,民营,1000-9999人,本科,3-5年,"前端开发, 后端开发, Vue, Java, C++, C, Oracle",技术-前端开发-全栈工程师,2026-05-20 17:36:33
全栈工程师,1.1-2万,上海·宝山·杨行,江苏群引力文化传媒有限公司,股份制企业,20-99人,本科,3-5年,"全栈开发, HTML, Node.js, 架构开发, 前端开发",技术-前端开发-全栈工程师,2026-05-20 17:36:33
AI全栈工程师(A190586),1.7-3万,上海·浦东·陆家嘴,星火智云(上海)科技发展有限公司,民营,100-299人,本科,3-5年,"后端开发, Java, Python",技术-前端开发-全栈工程师,2026-05-20 17:36:33
java初级全栈工程师,1.2-1.6万,上海·徐汇·枫林路,北京领雁智远科技有限公司,民营,100-299人,本科,3-5年,"前端开发, 后端开发, Vue, JavaScript",技术-前端开发-全栈工程师,2026-05-20 17:36:33
前端开发/后端开发/全栈工程师,1-1.5万·14薪,上海·浦东·金桥,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"前端开发, 后端开发, Java, C++, MySQL, JavaScript, Vue",技术-前端开发-全栈工程师,2026-05-20 17:36:34
中级java全栈工程师,1.6-2万,上海·浦东·张江,首聘(北京)科技有限公司,民营,1000-9999人,大专,3-5年,"后端开发, Java, MySQL",技术-前端开发-全栈工程师,2026-05-20 17:36:34
.net全栈工程师(常州\上海\深圳）,1.4-2.8万,上海·奉贤·奉浦,上海森储科技有限公司,民营,20-99人,本科,5-10年,"SQL Server, MySQL, Java, 后端开发, .NET",技术-前端开发-全栈工程师,2026-05-20 17:36:34
java全栈工程师,1-1.5万,上海·静安·天目西路,上海春卫信息技术有限公司,民营,20人以下,大专,1-3年,"Java, MySQL, Redis, Vue.js, UNIAPP, 全栈开发",技术-前端开发-全栈工程师,2026-05-20 17:36:34
前端开发/后端开发/全栈工程师,1.4-2.8万·15薪,上海·浦东·金桥,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"Python, Java, C, 前端开发, 后端开发, 软件测试, MySQL",技术-前端开发-全栈工程师,2026-05-20 17:36:34
全栈工程师,1.5-2万,上海·杨浦·四平路,苏州斯美技术有限公司,国企,20-99人,本科,5-10年,"Java, Oracle, SQL Server, 前端开发, 后端开发",技术-前端开发-全栈工程师,2026-05-20 17:36:34
全栈工程师,1.8-2.6万,上海·浦东·张江,上海度特信息科技有限公司,民营,20-99人,大专,5-10年,"后端开发, 全栈",技术-前端开发-全栈工程师,2026-05-20 17:36:34
前端开发/后端开发/全栈工程师,1.5-3万·15薪,上海·青浦·金泽,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"C语言, Python",技术-前端开发-全栈工程师,2026-05-20 17:36:34
全栈工程师,2.4-3万,上海·长宁·虹桥,康龙化成(成都)临床研究服务有限公司,合资,10000人以上,本科,10年以上,"前端开发, 后端开发, 架构开发, react, Vue, Java, Python",技术-前端开发-全栈工程师,2026-05-20 17:36:34
全栈工程师-上市药企一年项目,1.8-2.2万,上海·浦东·高行,万宝盛华企业管理咨询（上海）有限公司,上市公司,500-999人,大专,5-10年,"后端开发, .NET, 前端开发",技术-前端开发-全栈工程师,2026-05-20 17:36:35
全栈工程师(AI)-上海,1.5-2万,上海·闵行·新虹,上海微创软件股份有限公司,合资,10000人以上,本科,3-5年,"前端开发, 后端开发, 架构开发, Vue, react, Python, Java",技术-前端开发-全栈工程师,2026-05-20 17:36:35
web全栈工程师,1.6-1.7万,上海·奉贤·南桥,上海清美绿色食品(集团)有限公司,合资,1000-9999人,本科,1-3年,"前端开发, 后端开发, Python, Java, MySQL, 全栈开发",技术-前端开发-全栈工程师,2026-05-20 17:36:35
java全栈工程师,1-1.6万·13薪,上海·宝山·杨行,沈阳东硕信息技术有限公司,民营,1000-9999人,本科,3-5年,"前端开发, 架构开发, 后端开发, Vue, JavaScript, Java",技术-前端开发-全栈工程师,2026-05-20 17:36:35
全栈工程师【校招实习转正】,8000-14000元,上海·普陀·长风新村,上海影动医疗科技有限公司,民营,20-99人,本科,经验不限,"JavaScript, 负载均衡技术, 容器技术, Socket技术, 网络协议",技术-前端开发-全栈工程师,2026-05-20 17:36:35
java全栈工程师（上海-现场）,1.7-2万,上海·浦东·花木,深圳华云信息系统科技股份有限公司,民营,1000-9999人,本科,3-5年,"前端开发, 后端开发, 架构开发, Vue, Java, SQL Server",技术-前端开发-全栈工程师,2026-05-20 17:36:42
全栈工程师,8000-13000元,上海·奉贤·南京东路,长沙恩欣科技有限公司,20-99人,软件/IT服务,学历不限,经验不限,,技术-前端开发-全栈工程师,2026-05-20 17:36:42
全栈工程师,1.1-2万,上海·宝山·杨行,江苏群引力文化传媒有限公司,股份制企业,20-99人,本科,3-5年,"全栈开发, HTML, Node.js, 架构开发, 前端开发",技术-前端开发-全栈工程师,2026-05-20 17:36:42
java全栈工程师,9000-15000元,上海·宝山·杨行,沈阳东硕信息技术有限公司,民营,1000-9999人,本科,3-5年,"前端开发, 后端开发, Vue, Java, C++, C, Oracle",技术-前端开发-全栈工程师,2026-05-20 17:36:42
java初级全栈工程师,1.2-1.6万,上海·徐汇·枫林路,北京领雁智远科技有限公司,民营,100-299人,本科,3-5年,"前端开发, 后端开发, Vue, JavaScript",技术-前端开发-全栈工程师,2026-05-20 17:36:42
前端开发/后端开发/全栈工程师,1-1.5万·14薪,上海·浦东·金桥,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"前端开发, 后端开发, Java, C++, MySQL, JavaScript, Vue",技术-前端开发-全栈工程师,2026-05-20 17:36:42
AI全栈工程师(A190586),1.7-3万,上海·浦东·陆家嘴,星火智云(上海)科技发展有限公司,民营,100-299人,本科,3-5年,"后端开发, Java, Python",技术-前端开发-全栈工程师,2026-05-20 17:36:42
中级java全栈工程师,1.6-2万,上海·浦东·张江,首聘(北京)科技有限公司,民营,1000-9999人,大专,3-5年,"后端开发, Java, MySQL",技术-前端开发-全栈工程师,2026-05-20 17:36:42
.net全栈工程师(常州\上海\深圳）,1.4-2.8万,上海·奉贤·奉浦,上海森储科技有限公司,民营,20-99人,本科,5-10年,"SQL Server, MySQL, Java, 后端开发, .NET",技术-前端开发-全栈工程师,2026-05-20 17:36:42
java全栈工程师,1-1.5万,上海·静安·天目西路,上海春卫信息技术有限公司,民营,20人以下,大专,1-3年,"Java, MySQL, Redis, Vue.js, UNIAPP, 全栈开发",技术-前端开发-全栈工程师,2026-05-20 17:36:43
前端开发/后端开发/全栈工程师,1.4-2.8万·15薪,上海·浦东·金桥,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"Python, Java, C, 前端开发, 后端开发, 软件测试, MySQL",技术-前端开发-全栈工程师,2026-05-20 17:36:43
全栈工程师,1.5-2万,上海·杨浦·四平路,苏州斯美技术有限公司,国企,20-99人,本科,5-10年,"Java, Oracle, SQL Server, 前端开发, 后端开发",技术-前端开发-全栈工程师,2026-05-20 17:36:43
全栈工程师,1.8-2.6万,上海·浦东·张江,上海度特信息科技有限公司,民营,20-99人,大专,5-10年,"后端开发, 全栈",技术-前端开发-全栈工程师,2026-05-20 17:36:43
前端开发/后端开发/全栈工程师,1.5-3万·15薪,上海·青浦·金泽,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"C语言, Python",技术-前端开发-全栈工程师,2026-05-20 17:36:43
全栈工程师,2.4-3万,上海·长宁·虹桥,康龙化成(成都)临床研究服务有限公司,合资,10000人以上,本科,10年以上,"前端开发, 后端开发, 架构开发, react, Vue, Java, Python",技术-前端开发-全栈工程师,2026-05-20 17:36:43
全栈工程师-上市药企一年项目,1.8-2.2万,上海·浦东·高行,万宝盛华企业管理咨询（上海）有限公司,上市公司,500-999人,大专,5-10年,"后端开发, .NET, 前端开发",技术-前端开发-全栈工程师,2026-05-20 17:36:43
全栈工程师(AI)-上海,1.5-2万,上海·闵行·新虹,上海微创软件股份有限公司,合资,10000人以上,本科,3-5年,"前端开发, 后端开发, 架构开发, Vue, react, Python, Java",技术-前端开发-全栈工程师,2026-05-20 17:36:43
web全栈工程师,1.6-1.7万,上海·奉贤·南桥,上海清美绿色食品(集团)有限公司,合资,1000-9999人,本科,1-3年,"前端开发, 后端开发, Python, Java, MySQL, 全栈开发",技术-前端开发-全栈工程师,2026-05-20 17:36:43
全栈工程师【校招实习转正】,8000-14000元,上海·普陀·长风新村,上海影动医疗科技有限公司,民营,20-99人,本科,经验不限,"JavaScript, 负载均衡技术, 容器技术, Socket技术, 网络协议",技术-前端开发-全栈工程师,2026-05-20 17:36:44
