job_name,job_salary,job_area,com_name,com_type,com_size,education,work_year,job_benefits,category_path,crawl_time
java开发工程师,8000-13000元,北京·丰台·看丹,北京神州九盛软件股份有限公司,20-99人,软件/IT服务,本科,1-3年,"Java, Mybatis, Vue, Oracle, PostgreSQL, Spring",技术-后端开发-Java,2026-05-20 16:59:48
java开发工程师中级,1.6-2万,北京·西城·金融街,达维信息技术(深圳)有限公司北京分公司,100-299人,产业互联网平台,本科,5-10年,"JavaScript, Spring, Oracle, MySQL",技术-后端开发-Java,2026-05-20 16:59:48
java开发工程师,1.5-2.2万·14薪,北京·朝阳·劲松,山东普罗世纪人力资源有限公司,民营,20-99人,大专,3-5年,"Spring, MySQL, NoSQL",技术-后端开发-Java,2026-05-20 16:59:48
java开发,8000-12000元,北京·丰台·六里桥,北京信利恒丰科技发展有限公司,民营,20-99人,本科,1-3年,JavaScript,技术-后端开发-Java,2026-05-20 16:59:48
java软件开发工程师,9000-18000元,北京·海淀·中关村,北京泛能电研科技有限公司,民营,20人以下,本科,3-5年,JavaScript,技术-后端开发-Java,2026-05-20 16:59:48
java开发软件工程师,1.6-2万,北京·西城·金融街,达维信息技术(深圳)有限公司北京分公司,100-299人,产业互联网平台,本科,5-10年,"JavaScript, Python, Spring, Hibernate",技术-后端开发-Java,2026-05-20 16:59:48
java后端开发（中高级工程师）,1.1-1.3万,北京·昌平,北京中软环球信息技术有限公司,股份制企业,100-299人,本科,5-10年,"Spring, MySQL, JAVA后端开发, 微服务架构设计",技术-后端开发-Java,2026-05-20 16:59:48
java后端工程师,8000-9000元,北京·朝阳·团结湖,北京云周信息科技有限公司,股份制企业,20人以下,本科,1-3年,"JavaScript, Java, WEB开发, HTML, MySQL",技术-后端开发-Java,2026-05-20 16:59:49
java软件开发工程师,8000-10000元,北京·海淀·中关村,北京泛能电研科技有限公司,民营,20人以下,本科,3-5年,JavaScript,技术-后端开发-Java,2026-05-20 16:59:49
java开发助理工程师,1-1.5万,北京·海淀,思特奇,上市公司,1000-9999人,硕士,经验不限,"JavaScript, Java",技术-后端开发-Java,2026-05-20 16:59:49
Java工程师,1-1.2万,北京·丰台·看丹,卓为科技,民营,100-299人,本科,3-5年,,技术-后端开发-Java,2026-05-20 16:59:49
java开发工程师,1-1.5万,北京·朝阳·望京,北京天富勤科技有限公司,民营,20-99人,本科,3-5年,"JavaScript, Spring, Mybatis, MySQL, SQLServer, Redis",技术-后端开发-Java,2026-05-20 16:59:49
JAVA工程师,1.2-2万,北京·通州·台湖,安诺优达基因科技(北京)股份有限公司,民营,500-999人,本科,3-5年,基因检测行业,技术-后端开发-Java,2026-05-20 16:59:49
高级Java开发(外派互联网大厂),1.6-2万,北京·昌平·回龙观,软通动力信息技术(集团)股份有限公司,上市公司,10000人以上,本科,3-5年,"Java, Spring, MySQL, MQ, RPC, 外卖",技术-后端开发-Java,2026-05-20 16:59:49
JAVA工程师,2-3万,北京·海淀·上地,北京密码云芯科技有限公司,民营,100-299人,本科,3-5年,,技术-后端开发-Java,2026-05-20 16:59:49
Java后端研发工程师,2.5-3.5万,北京·昌平,沈阳宣腾人力资源有限公司,民营,20-99人,本科,5-10年,JavaScript,技术-后端开发-Java,2026-05-20 16:59:50
C/C++/Java/Python//JS无经验可投递-双休五险一金年终奖,1.5-3万·14薪,北京·海淀,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"Java, Python, C语言",技术-后端开发-Java,2026-05-20 16:59:50
Java开发,1.6-2.8万·13薪,北京·朝阳·朝外,北京仁屿科技有限公司,民营,100-299人,本科,3-5年,"Spring, Java",技术-后端开发-Java,2026-05-20 16:59:50
java开发工程师,1.6-1.7万,北京·海淀·甘家口,机科股份,国企,300-499人,本科,1-3年,"JavaScript, CSS",技术-后端开发-Java,2026-05-20 16:59:50
Java,8000-13000元,北京·朝阳·建国门,北京紫锣科技有限公司,20-99人,互联网广告/营销,学历不限,经验不限,,技术-后端开发-Java,2026-05-20 16:59:50
java开发工程师,1.5-2.2万·14薪,北京·朝阳·劲松,山东普罗世纪人力资源有限公司,民营,20-99人,大专,3-5年,"Spring, MySQL, NoSQL",技术-后端开发-Java,2026-05-20 16:59:57
java开发工程师,8000-13000元,北京·丰台·看丹,北京神州九盛软件股份有限公司,20-99人,软件/IT服务,本科,1-3年,"Java, Mybatis, Vue, Oracle, PostgreSQL, Spring",技术-后端开发-Java,2026-05-20 16:59:57
java开发工程师中级,1.6-2万,北京·西城·金融街,达维信息技术(深圳)有限公司北京分公司,100-299人,产业互联网平台,本科,5-10年,"JavaScript, Spring, Oracle, MySQL",技术-后端开发-Java,2026-05-20 16:59:57
java开发,8000-12000元,北京·丰台·六里桥,北京信利恒丰科技发展有限公司,民营,20-99人,本科,1-3年,JavaScript,技术-后端开发-Java,2026-05-20 16:59:57
java软件开发工程师,9000-18000元,北京·海淀·中关村,北京泛能电研科技有限公司,民营,20人以下,本科,3-5年,JavaScript,技术-后端开发-Java,2026-05-20 16:59:57
java开发软件工程师,1.6-2万,北京·西城·金融街,达维信息技术(深圳)有限公司北京分公司,100-299人,产业互联网平台,本科,5-10年,"JavaScript, Python, Spring, Hibernate",技术-后端开发-Java,2026-05-20 16:59:57
java后端开发（中高级工程师）,1.1-1.3万,北京·昌平,北京中软环球信息技术有限公司,股份制企业,100-299人,本科,5-10年,"Spring, MySQL, JAVA后端开发, 微服务架构设计",技术-后端开发-Java,2026-05-20 16:59:57
java软件开发工程师,8000-10000元,北京·海淀·中关村,北京泛能电研科技有限公司,民营,20人以下,本科,3-5年,JavaScript,技术-后端开发-Java,2026-05-20 16:59:57
java后端工程师,8000-9000元,北京·朝阳·团结湖,北京云周信息科技有限公司,股份制企业,20人以下,本科,1-3年,"JavaScript, Java, WEB开发, HTML, MySQL",技术-后端开发-Java,2026-05-20 16:59:58
java开发工程师,1-1.5万,北京·朝阳·望京,北京天富勤科技有限公司,民营,20-99人,本科,3-5年,"JavaScript, Spring, Mybatis, MySQL, SQLServer, Redis",技术-后端开发-Java,2026-05-20 16:59:58
java开发助理工程师,1-1.5万,北京·海淀,思特奇,上市公司,1000-9999人,硕士,经验不限,"JavaScript, Java",技术-后端开发-Java,2026-05-20 16:59:58
Java工程师,1-1.2万,北京·丰台·看丹,卓为科技,民营,100-299人,本科,3-5年,,技术-后端开发-Java,2026-05-20 16:59:58
JAVA工程师,1.2-2万,北京·通州·台湖,安诺优达基因科技(北京)股份有限公司,民营,500-999人,本科,3-5年,基因检测行业,技术-后端开发-Java,2026-05-20 16:59:58
高级Java开发(外派互联网大厂),1.6-2万,北京·昌平·回龙观,软通动力信息技术(集团)股份有限公司,上市公司,10000人以上,本科,3-5年,"Java, Spring, MySQL, MQ, RPC, 外卖",技术-后端开发-Java,2026-05-20 16:59:58
JAVA工程师,2-3万,北京·海淀·上地,北京密码云芯科技有限公司,民营,100-299人,本科,3-5年,,技术-后端开发-Java,2026-05-20 16:59:58
Java后端研发工程师,2.5-3.5万,北京·昌平,沈阳宣腾人力资源有限公司,民营,20-99人,本科,5-10年,JavaScript,技术-后端开发-Java,2026-05-20 16:59:58
C/C++/Java/Python//JS无经验可投递-双休五险一金年终奖,1.5-3万·14薪,北京·海淀,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"Java, Python, C语言",技术-后端开发-Java,2026-05-20 16:59:58
Java开发,1.6-2.8万·13薪,北京·朝阳·朝外,北京仁屿科技有限公司,民营,100-299人,本科,3-5年,"Spring, Java",技术-后端开发-Java,2026-05-20 16:59:59
java开发工程师,1.6-1.7万,北京·海淀·甘家口,机科股份,国企,300-499人,本科,1-3年,"JavaScript, CSS",技术-后端开发-Java,2026-05-20 16:59:59
Java,8000-13000元,北京·朝阳·建国门,北京紫锣科技有限公司,20-99人,互联网广告/营销,学历不限,经验不限,,技术-后端开发-Java,2026-05-20 16:59:59
java开发,8000-12000元,北京·丰台·六里桥,北京信利恒丰科技发展有限公司,民营,20-99人,本科,1-3年,JavaScript,技术-后端开发-Java,2026-05-20 17:00:06
java软件开发工程师,9000-18000元,北京·海淀·中关村,北京泛能电研科技有限公司,民营,20人以下,本科,3-5年,JavaScript,技术-后端开发-Java,2026-05-20 17:00:06
java开发工程师,8000-13000元,北京·丰台·看丹,北京神州九盛软件股份有限公司,20-99人,软件/IT服务,本科,1-3年,"Java, Mybatis, Vue, Oracle, PostgreSQL, Spring",技术-后端开发-Java,2026-05-20 17:00:06
java开发工程师中级,1.6-2万,北京·西城·金融街,达维信息技术(深圳)有限公司北京分公司,100-299人,产业互联网平台,本科,5-10年,"JavaScript, Spring, Oracle, MySQL",技术-后端开发-Java,2026-05-20 17:00:07
java软件开发工程师,8000-10000元,北京·海淀·中关村,北京泛能电研科技有限公司,民营,20人以下,本科,3-5年,JavaScript,技术-后端开发-Java,2026-05-20 17:00:07
java开发工程师,1.5-2.2万·14薪,北京·朝阳·劲松,山东普罗世纪人力资源有限公司,民营,20-99人,大专,3-5年,"Spring, MySQL, NoSQL",技术-后端开发-Java,2026-05-20 17:00:07
java后端工程师,8000-9000元,北京·朝阳·团结湖,北京云周信息科技有限公司,股份制企业,20人以下,本科,1-3年,"JavaScript, Java, WEB开发, HTML, MySQL",技术-后端开发-Java,2026-05-20 17:00:07
java开发软件工程师,1.6-2万,北京·西城·金融街,达维信息技术(深圳)有限公司北京分公司,100-299人,产业互联网平台,本科,5-10年,"JavaScript, Python, Spring, Hibernate",技术-后端开发-Java,2026-05-20 17:00:07
java后端开发（中高级工程师）,1.1-1.3万,北京·昌平,北京中软环球信息技术有限公司,股份制企业,100-299人,本科,5-10年,"Spring, MySQL, JAVA后端开发, 微服务架构设计",技术-后端开发-Java,2026-05-20 17:00:07
java开发助理工程师,1-1.5万,北京·海淀,思特奇,上市公司,1000-9999人,硕士,经验不限,"JavaScript, Java",技术-后端开发-Java,2026-05-20 17:00:07
Java工程师,1-1.2万,北京·丰台·看丹,卓为科技,民营,100-299人,本科,3-5年,,技术-后端开发-Java,2026-05-20 17:00:07
JAVA工程师,1.2-2万,北京·通州·台湖,安诺优达基因科技(北京)股份有限公司,民营,500-999人,本科,3-5年,基因检测行业,技术-后端开发-Java,2026-05-20 17:00:07
高级Java开发(外派互联网大厂),1.6-2万,北京·昌平·回龙观,软通动力信息技术(集团)股份有限公司,上市公司,10000人以上,本科,3-5年,"Java, Spring, MySQL, MQ, RPC, 外卖",技术-后端开发-Java,2026-05-20 17:00:08
java开发工程师,1-1.5万,北京·朝阳·望京,北京天富勤科技有限公司,民营,20-99人,本科,3-5年,"JavaScript, Spring, Mybatis, MySQL, SQLServer, Redis",技术-后端开发-Java,2026-05-20 17:00:08
JAVA工程师,2-3万,北京·海淀·上地,北京密码云芯科技有限公司,民营,100-299人,本科,3-5年,,技术-后端开发-Java,2026-05-20 17:00:08
Java开发,1.6-2.8万·13薪,北京·朝阳·朝外,北京仁屿科技有限公司,民营,100-299人,本科,3-5年,"Spring, Java",技术-后端开发-Java,2026-05-20 17:00:08
Java后端研发工程师,2.5-3.5万,北京·昌平,沈阳宣腾人力资源有限公司,民营,20-99人,本科,5-10年,JavaScript,技术-后端开发-Java,2026-05-20 17:00:08
C/C++/Java/Python//JS无经验可投递-双休五险一金年终奖,1.5-3万·14薪,北京·海淀,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"Java, Python, C语言",技术-后端开发-Java,2026-05-20 17:00:08
java开发工程师,1.6-1.7万,北京·海淀·甘家口,机科股份,国企,300-499人,本科,1-3年,"JavaScript, CSS",技术-后端开发-Java,2026-05-20 17:00:08
Java,8000-13000元,北京·朝阳·建国门,北京紫锣科技有限公司,20-99人,互联网广告/营销,学历不限,经验不限,,技术-后端开发-Java,2026-05-20 17:00:08
java后端开发（中高级工程师）,1.1-1.3万,北京·昌平,北京中软环球信息技术有限公司,股份制企业,100-299人,本科,5-10年,"Spring, MySQL, JAVA后端开发, 微服务架构设计",技术-后端开发-Java,2026-05-20 17:00:16
java开发软件工程师,1.6-2万,北京·西城·金融街,达维信息技术(深圳)有限公司北京分公司,100-299人,产业互联网平台,本科,5-10年,"JavaScript, Python, Spring, Hibernate",技术-后端开发-Java,2026-05-20 17:00:16
java后端工程师,8000-9000元,北京·朝阳·团结湖,北京云周信息科技有限公司,股份制企业,20人以下,本科,1-3年,"JavaScript, Java, WEB开发, HTML, MySQL",技术-后端开发-Java,2026-05-20 17:00:17
java开发工程师,8000-13000元,北京·丰台·看丹,北京神州九盛软件股份有限公司,20-99人,软件/IT服务,本科,1-3年,"Java, Mybatis, Vue, Oracle, PostgreSQL, Spring",技术-后端开发-Java,2026-05-20 17:00:17
java开发工程师中级,1.6-2万,北京·西城·金融街,达维信息技术(深圳)有限公司北京分公司,100-299人,产业互联网平台,本科,5-10年,"JavaScript, Spring, Oracle, MySQL",技术-后端开发-Java,2026-05-20 17:00:17
java开发,8000-12000元,北京·丰台·六里桥,北京信利恒丰科技发展有限公司,民营,20-99人,本科,1-3年,JavaScript,技术-后端开发-Java,2026-05-20 17:00:17
java软件开发工程师,9000-18000元,北京·海淀·中关村,北京泛能电研科技有限公司,民营,20人以下,本科,3-5年,JavaScript,技术-后端开发-Java,2026-05-20 17:00:17
java开发工程师,1.5-2.2万·14薪,北京·朝阳·劲松,山东普罗世纪人力资源有限公司,民营,20-99人,大专,3-5年,"Spring, MySQL, NoSQL",技术-后端开发-Java,2026-05-20 17:00:17
JAVA工程师,1.2-2万,北京·通州·台湖,安诺优达基因科技(北京)股份有限公司,民营,500-999人,本科,3-5年,基因检测行业,技术-后端开发-Java,2026-05-20 17:00:17
java软件开发工程师,8000-10000元,北京·海淀·中关村,北京泛能电研科技有限公司,民营,20人以下,本科,3-5年,JavaScript,技术-后端开发-Java,2026-05-20 17:00:17
Java工程师,1-1.2万,北京·丰台·看丹,卓为科技,民营,100-299人,本科,3-5年,,技术-后端开发-Java,2026-05-20 17:00:17
java开发助理工程师,1-1.5万,北京·海淀,思特奇,上市公司,1000-9999人,硕士,经验不限,"JavaScript, Java",技术-后端开发-Java,2026-05-20 17:00:18
高级Java开发(外派互联网大厂),1.6-2万,北京·昌平·回龙观,软通动力信息技术(集团)股份有限公司,上市公司,10000人以上,本科,3-5年,"Java, Spring, MySQL, MQ, RPC, 外卖",技术-后端开发-Java,2026-05-20 17:00:18
java开发工程师,1-1.5万,北京·朝阳·望京,北京天富勤科技有限公司,民营,20-99人,本科,3-5年,"JavaScript, Spring, Mybatis, MySQL, SQLServer, Redis",技术-后端开发-Java,2026-05-20 17:00:18
JAVA工程师,2-3万,北京·海淀·上地,北京密码云芯科技有限公司,民营,100-299人,本科,3-5年,,技术-后端开发-Java,2026-05-20 17:00:18
Java后端研发工程师,2.5-3.5万,北京·昌平,沈阳宣腾人力资源有限公司,民营,20-99人,本科,5-10年,JavaScript,技术-后端开发-Java,2026-05-20 17:00:18
C/C++/Java/Python//JS无经验可投递-双休五险一金年终奖,1.5-3万·14薪,北京·海淀,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"Java, Python, C语言",技术-后端开发-Java,2026-05-20 17:00:18
Java开发,1.6-2.8万·13薪,北京·朝阳·朝外,北京仁屿科技有限公司,民营,100-299人,本科,3-5年,"Spring, Java",技术-后端开发-Java,2026-05-20 17:00:18
java开发工程师,1.6-1.7万,北京·海淀·甘家口,机科股份,国企,300-499人,本科,1-3年,"JavaScript, CSS",技术-后端开发-Java,2026-05-20 17:00:18
Java,8000-13000元,北京·朝阳·建国门,北京紫锣科技有限公司,20-99人,互联网广告/营销,学历不限,经验不限,,技术-后端开发-Java,2026-05-20 17:00:18
java开发工程师,1.5-2.2万·14薪,北京·朝阳·劲松,山东普罗世纪人力资源有限公司,民营,20-99人,大专,3-5年,"Spring, MySQL, NoSQL",技术-后端开发-Java,2026-05-20 17:00:27
java软件开发工程师,8000-10000元,北京·海淀·中关村,北京泛能电研科技有限公司,民营,20人以下,本科,3-5年,JavaScript,技术-后端开发-Java,2026-05-20 17:00:27
java开发,8000-12000元,北京·丰台·六里桥,北京信利恒丰科技发展有限公司,民营,20-99人,本科,1-3年,JavaScript,技术-后端开发-Java,2026-05-20 17:00:27
java后端工程师,8000-9000元,北京·朝阳·团结湖,北京云周信息科技有限公司,股份制企业,20人以下,本科,1-3年,"JavaScript, Java, WEB开发, HTML, MySQL",技术-后端开发-Java,2026-05-20 17:00:27
java软件开发工程师,9000-18000元,北京·海淀·中关村,北京泛能电研科技有限公司,民营,20人以下,本科,3-5年,JavaScript,技术-后端开发-Java,2026-05-20 17:00:27
java开发软件工程师,1.6-2万,北京·西城·金融街,达维信息技术(深圳)有限公司北京分公司,100-299人,产业互联网平台,本科,5-10年,"JavaScript, Python, Spring, Hibernate",技术-后端开发-Java,2026-05-20 17:00:27
java后端开发（中高级工程师）,1.1-1.3万,北京·昌平,北京中软环球信息技术有限公司,股份制企业,100-299人,本科,5-10年,"Spring, MySQL, JAVA后端开发, 微服务架构设计",技术-后端开发-Java,2026-05-20 17:00:28
java开发工程师,8000-13000元,北京·丰台·看丹,北京神州九盛软件股份有限公司,20-99人,软件/IT服务,本科,1-3年,"Java, Mybatis, Vue, Oracle, PostgreSQL, Spring",技术-后端开发-Java,2026-05-20 17:00:28
java开发工程师中级,1.6-2万,北京·西城·金融街,达维信息技术(深圳)有限公司北京分公司,100-299人,产业互联网平台,本科,5-10年,"JavaScript, Spring, Oracle, MySQL",技术-后端开发-Java,2026-05-20 17:00:28
java开发工程师,1-1.5万,北京·朝阳·望京,北京天富勤科技有限公司,民营,20-99人,本科,3-5年,"JavaScript, Spring, Mybatis, MySQL, SQLServer, Redis",技术-后端开发-Java,2026-05-20 17:00:28
java开发助理工程师,1-1.5万,北京·海淀,思特奇,上市公司,1000-9999人,硕士,经验不限,"JavaScript, Java",技术-后端开发-Java,2026-05-20 17:00:28
Java工程师,1-1.2万,北京·丰台·看丹,卓为科技,民营,100-299人,本科,3-5年,,技术-后端开发-Java,2026-05-20 17:00:28
JAVA工程师,1.2-2万,北京·通州·台湖,安诺优达基因科技(北京)股份有限公司,民营,500-999人,本科,3-5年,基因检测行业,技术-后端开发-Java,2026-05-20 17:00:28
高级Java开发(外派互联网大厂),1.6-2万,北京·昌平·回龙观,软通动力信息技术(集团)股份有限公司,上市公司,10000人以上,本科,3-5年,"Java, Spring, MySQL, MQ, RPC, 外卖",技术-后端开发-Java,2026-05-20 17:00:28
C/C++/Java/Python//JS无经验可投递-双休五险一金年终奖,1.5-3万·14薪,北京·海淀,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"Java, Python, C语言",技术-后端开发-Java,2026-05-20 17:00:28
Java开发,1.6-2.8万·13薪,北京·朝阳·朝外,北京仁屿科技有限公司,民营,100-299人,本科,3-5年,"Spring, Java",技术-后端开发-Java,2026-05-20 17:00:29
JAVA工程师,2-3万,北京·海淀·上地,北京密码云芯科技有限公司,民营,100-299人,本科,3-5年,,技术-后端开发-Java,2026-05-20 17:00:29
Java后端研发工程师,2.5-3.5万,北京·昌平,沈阳宣腾人力资源有限公司,民营,20-99人,本科,5-10年,JavaScript,技术-后端开发-Java,2026-05-20 17:00:29
java开发工程师,1.6-1.7万,北京·海淀·甘家口,机科股份,国企,300-499人,本科,1-3年,"JavaScript, CSS",技术-后端开发-Java,2026-05-20 17:00:29
Java工程师,1.3-1.6万,北京·海淀·花园路,卓为科技,民营,100-299人,大专,3-5年,,技术-后端开发-Java,2026-05-20 17:00:29
python后端开发工程师,1.5-2.2万,北京·海淀·中关村,北京亿智云科技有限公司,20-99人,信息安全,学历不限,5-10年,"Python, MongoDB, Redis",技术-后端开发-Python,2026-05-20 17:00:38
python后端开发工程师,1.6-2万,北京·丰台·右安门,京北方,民营,10000人以上,本科,5-10年,"Python, MySQL, AI, 大模型",技术-后端开发-Python,2026-05-20 17:00:39
python后端工程师,1.5-2万,北京·朝阳·小关,北京易才人力资源顾问有限公司,股份制企业,1000-9999人,大专,3-5年,"PHP, FASTAPI, Python",技术-后端开发-Python,2026-05-20 17:00:39
C/C++/Java/Python//JS无经验可投递-双休五险一金年终奖,1.5-3万·14薪,北京·海淀,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"Java, Python, C语言",技术-后端开发-Python,2026-05-20 17:00:39
python后端开发工程师,1.4-1.9万,北京·顺义·旺泉,北京德信德胜科技股份有限公司,上市公司,100-299人,大专,3-5年,"Sql, MySQL, Python",技术-后端开发-Python,2026-05-20 17:00:39
python开发,1.3-1.4万,北京·朝阳,深圳市法本信息技术股份有限公司,上市公司,1000-9999人,大专,3-5年,"Scrapy, MySQL, PANDAS、NUMPY, Sql, Docker",技术-后端开发-Python,2026-05-20 17:00:39
python开发工程师,7000-9000元,北京·通州·马驹桥,北京光华荣昌汽车部件有限公司,民营,500-999人,本科,1-3年,Python,技术-后端开发-Python,2026-05-20 17:00:39
Python/Java/C++/C软开/软测【14-16薪】,1.2-2.4万·14薪,北京·海淀,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"Java, C++, C",技术-后端开发-Python,2026-05-20 17:00:39
python开发工程师,1.4-2万,北京·丰台·看丹,京北方,民营,10000人以上,本科,3-5年,"Python并发框架, 达梦数据库",技术-后端开发-Python,2026-05-20 17:00:39
Python 开发工程师,8000-15000元,北京·大兴·博兴,康龙化成,上市公司,10000人以上,本科,3-5年,"FASTAPI, Flask, Django",技术-后端开发-Python,2026-05-20 17:00:40
C++/C/Java/Python/GO开发/测试,1.2-2.4万,北京·海淀,外企德科数字技术有限公司,合资,10000人以上,本科,1-3年,"C语言, Java, Python, GIS开发, Web开发, QT开发",技术-后端开发-Python,2026-05-20 17:00:40
Python互联网数据采集（爬虫）开发工程师,8000-16000元,北京·海淀·马连洼,北京万智信达智能科技有限公司,其它,20-99人,本科,经验不限,"Python, 数据采集, 爬虫开发, 分布式爬虫, Scrapy",技术-后端开发-Python,2026-05-20 17:00:40
python中级工程师（银行驻场）,1.1-1.5万,北京·顺义·空港,北京四方上行软件技术有限公司,民营,20-99人,本科,3-5年,,技术-后端开发-Python,2026-05-20 17:00:40
JAVA/C++/C/Python 14薪双休 应届生可投,1.5-3万,北京·朝阳·建外,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"C++, Python, JavaScript, Spring, Hibernate, Struts",技术-后端开发-Python,2026-05-20 17:00:40
初级python开发工程师,7000-10000元,北京·朝阳·劲松,北京唯快科技有限公司,民营,100-299人,本科,经验不限,"Django, Flask, MySQL, PostgreSQL, Redis",技术-后端开发-Python,2026-05-20 17:00:40
Python开发工程师,1.6-2.6万,北京·海淀·花园路,苏州人瑞普惠人力资源服务有限公司,上市公司,20-99人,大专,3-5年,"Java, C++, Sql, MySQL",技术-后端开发-Python,2026-05-20 17:00:40
go/Java/python后端开发 包三餐 十五薪 六险一金,1.5-3万·16薪,北京·海淀·学院路,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"Python, Java, 软件项目",技术-后端开发-Python,2026-05-20 17:00:40
技术工程师（Python上位机）,8000-15000元·14薪,北京·海淀·学院路,北京灵童半导体有限公司,民营,20-99人,本科,1-3年,,技术-后端开发-Python,2026-05-20 17:00:41
python开发工程师,1.2-1.5万,北京·朝阳·望京,维恩贝特科技有限公司,民营,500-999人,本科,1-3年,"Django, Flask, MySQL, PostgreSQL, Redis, 后端模块开发",技术-后端开发-Python,2026-05-20 17:00:41
高薪java/c++/c/python双休 线上面试,1.5-3万·14薪,北京·朝阳·东湖,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"Python, C++, C",技术-后端开发-Python,2026-05-20 17:00:41
python后端开发工程师,1.5-2.2万,北京·海淀·中关村,北京亿智云科技有限公司,20-99人,信息安全,学历不限,5-10年,"Python, MongoDB, Redis",技术-后端开发-Python,2026-05-20 17:00:49
python后端开发工程师,1.6-2万,北京·丰台·右安门,京北方,民营,10000人以上,本科,5-10年,"Python, MySQL, AI, 大模型",技术-后端开发-Python,2026-05-20 17:00:49
python后端工程师,1.5-2万,北京·朝阳·小关,北京易才人力资源顾问有限公司,股份制企业,1000-9999人,大专,3-5年,"PHP, FASTAPI, Python",技术-后端开发-Python,2026-05-20 17:00:49
C/C++/Java/Python//JS无经验可投递-双休五险一金年终奖,1.5-3万·14薪,北京·海淀,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"Java, Python, C语言",技术-后端开发-Python,2026-05-20 17:00:49
python后端开发工程师,1.4-1.9万,北京·顺义·旺泉,北京德信德胜科技股份有限公司,上市公司,100-299人,大专,3-5年,"Sql, MySQL, Python",技术-后端开发-Python,2026-05-20 17:00:49
python开发,1.3-1.4万,北京·朝阳,深圳市法本信息技术股份有限公司,上市公司,1000-9999人,大专,3-5年,"Scrapy, MySQL, PANDAS、NUMPY, Sql, Docker",技术-后端开发-Python,2026-05-20 17:00:50
Python/Java/C++/C软开/软测【14-16薪】,1.2-2.4万·14薪,北京·海淀,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"Java, C++, C",技术-后端开发-Python,2026-05-20 17:00:50
python开发工程师,7000-9000元,北京·通州·马驹桥,北京光华荣昌汽车部件有限公司,民营,500-999人,本科,1-3年,Python,技术-后端开发-Python,2026-05-20 17:00:50
python开发工程师,1.4-2万,北京·丰台·看丹,京北方,民营,10000人以上,本科,3-5年,"Python并发框架, 达梦数据库",技术-后端开发-Python,2026-05-20 17:00:50
C++/C/Java/Python/GO开发/测试,1.2-2.4万,北京·海淀,外企德科数字技术有限公司,合资,10000人以上,本科,1-3年,"C语言, Java, Python, GIS开发, Web开发, QT开发",技术-后端开发-Python,2026-05-20 17:00:50
Python 开发工程师,8000-15000元,北京·大兴·博兴,康龙化成,上市公司,10000人以上,本科,3-5年,"FASTAPI, Flask, Django",技术-后端开发-Python,2026-05-20 17:00:50
Python互联网数据采集（爬虫）开发工程师,8000-16000元,北京·海淀·马连洼,北京万智信达智能科技有限公司,其它,20-99人,本科,经验不限,"Python, 数据采集, 爬虫开发, 分布式爬虫, Scrapy",技术-后端开发-Python,2026-05-20 17:00:50
Python开发-初中高级（全国）,1.3-2.5万·14薪,北京·海淀,外企德科数字技术有限公司,合资,10000人以上,本科,1-3年,"Java, C++, C, Django, Flask, Tornado, MySQL",技术-后端开发-Python,2026-05-20 17:00:50
python中级工程师（银行驻场）,1.1-1.5万,北京·顺义·空港,北京四方上行软件技术有限公司,民营,20-99人,本科,3-5年,,技术-后端开发-Python,2026-05-20 17:00:51
初级python开发工程师,7000-10000元,北京·朝阳·劲松,北京唯快科技有限公司,民营,100-299人,本科,经验不限,"Django, Flask, MySQL, PostgreSQL, Redis",技术-后端开发-Python,2026-05-20 17:00:51
Java/C/C++/Python/前端/测试（线上面试）,1.5-3万,北京·海淀,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"C语言, Java, Python, Web开发, 嵌入式开发, Linux开发",技术-后端开发-Python,2026-05-20 17:00:51
Python开发工程师,1.6-2.6万,北京·海淀·花园路,苏州人瑞普惠人力资源服务有限公司,上市公司,20-99人,大专,3-5年,"Java, C++, Sql, MySQL",技术-后端开发-Python,2026-05-20 17:00:51
python开发工程师,1.2-1.5万,北京·朝阳·望京,维恩贝特科技有限公司,民营,500-999人,本科,1-3年,"Django, Flask, MySQL, PostgreSQL, Redis, 后端模块开发",技术-后端开发-Python,2026-05-20 17:00:51
go/Java/python后端开发 包三餐 十五薪 六险一金,1.5-3万·16薪,北京·海淀·学院路,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"Python, Java, 软件项目",技术-后端开发-Python,2026-05-20 17:00:51
技术工程师（Python上位机）,8000-15000元·14薪,北京·海淀·学院路,北京灵童半导体有限公司,民营,20-99人,本科,1-3年,,技术-后端开发-Python,2026-05-20 17:00:51
